Multiplier,0,,Dimensions,15,,Dim Range,100,,Perplexity,Calculated,,Batch Size,50,,PPC,50,,Step,1
Raw Model,1,48585.6141535745,8.0048,5/1/2019 8:04:50 AM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 8:04:50 AM,48585.61,413861.29,323782.28,2.34,0.47,0.56,0.50,0.00,0.00,100.00,NaN,413861.29,322979.37,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 8:04:50 AM,48585.61,48585.61,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,48585.61,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 8:04:50 AM,48585.61,48585.61,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,48585.61,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 8:04:50 AM,48585.61,48585.61,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,48585.61,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 8:04:50 AM,48585.61,48585.61,0.00,2.56,0.50,0.00,0.00,0.00,0.00,100.00,NaN,48585.61,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 8:04:50 AM,48585.61,48585.61,0.00,2.50,0.50,0.00,0.00,0.00,0.00,100.00,NaN,48585.61,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 8:04:50 AM,48585.61,48585.61,0.00,2.12,0.32,0.00,0.00,0.00,0.00,100.00,NaN,48585.61,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 8:04:50 AM,48585.61,48585.61,0.00,2.08,0.27,0.00,0.00,0.00,0.00,100.00,NaN,48585.61,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 8:04:50 AM,48585.61,48585.61,0.00,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,48585.61,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 8:04:50 AM,48585.61,48585.61,0.00,2.06,0.24,0.00,0.00,0.00,0.00,100.00,NaN,48585.61,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 8:04:50 AM,48585.61,48585.61,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,48585.61,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 8:04:50 AM,48585.61,48585.61,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,48585.61,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 8:04:50 AM,48585.61,48585.61,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,48585.61,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 8:04:50 AM,48585.61,48585.61,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,48585.61,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 8:04:50 AM,48585.61,48585.61,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,48585.61,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 8:04:50 AM,48585.61,48585.61,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,48585.61,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 8:04:50 AM,48585.61,48585.61,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,48585.61,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 8:04:50 AM,48585.61,48585.61,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,48585.61,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 8:04:50 AM,48585.61,48585.61,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,48585.61,NaN,0.00,0.00,0.00,0.00
Raw Model,1,50125.581208358,129.0928,5/1/2019 8:04:50 AM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 8:04:50 AM,50125.58,281710.75,197070.40,2.30,0.46,0.58,0.49,0.00,0.00,100.00,NaN,281710.75,195727.16,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 8:04:50 AM,50125.58,50125.58,NaN,2.10,0.30,0.00,0.00,0.00,0.00,100.00,NaN,50125.58,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 8:04:50 AM,50125.58,50125.58,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,50125.58,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 8:04:50 AM,50125.58,50125.58,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,50125.58,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 8:04:50 AM,50125.58,50125.58,NaN,2.54,0.50,0.00,0.00,0.00,0.00,100.00,NaN,50125.58,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 8:04:50 AM,50125.58,50125.58,NaN,2.36,0.48,0.00,0.00,0.00,0.00,100.00,NaN,50125.58,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 8:04:50 AM,50125.58,50125.58,NaN,2.08,0.27,0.00,0.00,0.00,0.00,100.00,NaN,50125.58,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 8:04:50 AM,50125.58,50125.58,NaN,2.10,0.30,0.00,0.00,0.00,0.00,100.00,NaN,50125.58,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 8:04:50 AM,50125.58,50125.58,NaN,2.04,0.20,0.00,0.00,0.00,0.00,100.00,NaN,50125.58,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 8:04:50 AM,50125.58,50125.58,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,50125.58,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 8:04:50 AM,50125.58,50125.58,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,50125.58,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 8:04:50 AM,50125.58,50125.58,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,50125.58,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 8:04:50 AM,50125.58,50125.58,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,50125.58,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 8:04:50 AM,50125.58,50125.58,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,50125.58,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 8:04:50 AM,50125.58,50125.58,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,50125.58,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 8:04:50 AM,50125.58,50125.58,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,50125.58,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 8:04:50 AM,50125.58,50125.58,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,50125.58,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 8:04:50 AM,50125.58,50125.58,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,50125.58,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 8:04:50 AM,50125.58,50125.58,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,50125.58,NaN,0.00,0.00,0.00,0.00
Raw Model,1,48990.3006217068,120.0833,5/1/2019 8:04:50 AM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 8:04:50 AM,48990.30,248601.40,266148.14,2.28,0.45,0.36,0.48,0.00,0.00,100.00,NaN,248601.40,264701.63,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 8:04:50 AM,48990.30,48990.30,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,48990.30,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 8:04:50 AM,48990.30,48990.30,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,48990.30,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 8:04:50 AM,48990.30,48990.30,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,48990.30,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 8:04:50 AM,48990.30,48990.30,NaN,2.54,0.50,0.00,0.00,0.00,0.00,100.00,NaN,48990.30,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 8:04:50 AM,48990.30,48990.30,NaN,2.46,0.50,0.00,0.00,0.00,0.00,100.00,NaN,48990.30,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 8:04:50 AM,48990.30,48990.30,NaN,2.10,0.30,0.00,0.00,0.00,0.00,100.00,NaN,48990.30,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 8:04:50 AM,48990.30,48990.30,NaN,2.12,0.32,0.00,0.00,0.00,0.00,100.00,NaN,48990.30,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 8:04:50 AM,48990.30,48990.30,NaN,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,48990.30,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 8:04:50 AM,48990.30,48990.30,NaN,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,48990.30,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 8:04:50 AM,48990.30,48990.30,NaN,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,48990.30,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 8:04:50 AM,48990.30,48990.30,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,48990.30,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 8:04:50 AM,48990.30,48990.30,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,48990.30,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 8:04:50 AM,48990.30,48990.30,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,48990.30,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 8:04:50 AM,48990.30,48990.30,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,48990.30,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 8:04:51 AM,48990.30,48990.30,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,48990.30,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 8:04:51 AM,48990.30,48990.30,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,48990.30,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 8:04:51 AM,48990.30,48990.30,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,48990.30,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 8:04:51 AM,48990.30,48990.30,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,48990.30,NaN,0.00,0.00,0.00,0.00
Raw Model,1,50320.7340814697,133.1497,5/1/2019 8:04:51 AM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 8:04:51 AM,50320.73,278294.96,210410.68,2.34,0.51,0.54,0.50,0.00,0.00,100.00,NaN,278294.96,209022.28,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 8:04:51 AM,50320.73,50320.73,0.00,2.10,0.30,0.00,0.00,0.00,0.00,100.00,NaN,50320.73,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 8:04:51 AM,50320.73,50320.73,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,50320.73,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 8:04:51 AM,50320.73,50320.73,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,50320.73,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 8:04:51 AM,50320.73,50320.73,0.00,2.34,0.51,0.00,0.00,0.00,0.00,100.00,NaN,50320.73,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 8:04:51 AM,50320.73,50320.73,0.00,2.50,0.54,0.00,0.00,0.00,0.00,100.00,NaN,50320.73,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 8:04:51 AM,50320.73,50320.73,0.00,2.06,0.24,0.00,0.00,0.00,0.00,100.00,NaN,50320.73,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 8:04:51 AM,50320.73,50320.73,0.00,2.08,0.27,0.00,0.00,0.00,0.00,100.00,NaN,50320.73,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 8:04:51 AM,50320.73,50320.73,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,50320.73,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 8:04:51 AM,50320.73,50320.73,0.00,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,50320.73,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 8:04:51 AM,50320.73,50320.73,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,50320.73,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 8:04:51 AM,50320.73,50320.73,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,50320.73,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 8:04:51 AM,50320.73,50320.73,0.00,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,50320.73,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 8:04:51 AM,50320.73,50320.73,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,50320.73,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 8:04:51 AM,50320.73,50320.73,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,50320.73,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 8:04:51 AM,50320.73,50320.73,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,50320.73,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 8:04:51 AM,50320.73,50320.73,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,50320.73,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 8:04:51 AM,50320.73,50320.73,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,50320.73,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 8:04:51 AM,50320.73,50320.73,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,50320.73,NaN,0.00,0.00,0.00,0.00
Raw Model,1,50332.1780939017,129.5913,5/1/2019 8:04:51 AM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 8:04:51 AM,50332.18,351520.04,277983.81,2.22,0.41,0.54,0.50,0.00,0.00,100.00,NaN,351520.04,276934.28,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 8:04:51 AM,50332.18,50332.18,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,50332.18,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 8:04:51 AM,50332.18,50332.18,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,50332.18,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 8:04:51 AM,50332.18,50332.18,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,50332.18,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 8:04:51 AM,50332.18,50332.18,0.00,2.50,0.50,0.00,0.00,0.00,0.00,100.00,NaN,50332.18,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 8:04:51 AM,50332.18,50332.18,0.00,2.54,0.50,0.00,0.00,0.00,0.00,100.00,NaN,50332.18,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 8:04:51 AM,50332.18,50332.18,0.00,2.12,0.32,0.00,0.00,0.00,0.00,100.00,NaN,50332.18,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 8:04:51 AM,50332.18,50332.18,0.00,2.12,0.32,0.00,0.00,0.00,0.00,100.00,NaN,50332.18,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 8:04:51 AM,50332.18,50332.18,0.00,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,50332.18,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 8:04:51 AM,50332.18,50332.18,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,50332.18,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 8:04:51 AM,50332.18,50332.18,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,50332.18,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 8:04:51 AM,50332.18,50332.18,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,50332.18,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 8:04:51 AM,50332.18,50332.18,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,50332.18,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 8:04:51 AM,50332.18,50332.18,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,50332.18,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 8:04:51 AM,50332.18,50332.18,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,50332.18,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 8:04:51 AM,50332.18,50332.18,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,50332.18,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 8:04:51 AM,50332.18,50332.18,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,50332.18,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 8:04:51 AM,50332.18,50332.18,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,50332.18,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 8:04:51 AM,50332.18,50332.18,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,50332.18,NaN,0.00,0.00,0.00,0.00
Raw Model,1,49268.7263288385,116.5822,5/1/2019 8:04:51 AM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 8:04:51 AM,49268.73,371947.42,322678.70,2.32,0.47,0.50,0.50,0.00,0.00,100.00,NaN,371947.42,321737.84,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 8:04:51 AM,49268.73,49268.73,NaN,2.06,0.24,0.00,0.00,0.00,0.00,100.00,NaN,49268.73,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 8:04:51 AM,49268.73,49268.73,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,49268.73,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 8:04:51 AM,49268.73,49268.73,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,49268.73,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 8:04:51 AM,49268.73,49268.73,NaN,2.52,0.50,0.00,0.00,0.00,0.00,100.00,NaN,49268.73,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 8:04:51 AM,49268.73,49268.73,NaN,2.42,0.53,0.00,0.00,0.00,0.00,100.00,NaN,49268.73,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 8:04:51 AM,49268.73,49268.73,NaN,2.16,0.37,0.00,0.00,0.00,0.00,100.00,NaN,49268.73,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 8:04:51 AM,49268.73,49268.73,NaN,2.16,0.37,0.00,0.00,0.00,0.00,100.00,NaN,49268.73,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 8:04:51 AM,49268.73,49268.73,NaN,2.06,0.24,0.00,0.00,0.00,0.00,100.00,NaN,49268.73,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 8:04:51 AM,49268.73,49268.73,NaN,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,49268.73,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 8:04:51 AM,49268.73,49268.73,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,49268.73,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 8:04:51 AM,49268.73,49268.73,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,49268.73,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 8:04:51 AM,49268.73,49268.73,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,49268.73,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 8:04:51 AM,49268.73,49268.73,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,49268.73,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 8:04:51 AM,49268.73,49268.73,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,49268.73,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 8:04:51 AM,49268.73,49268.73,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,49268.73,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 8:04:51 AM,49268.73,49268.73,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,49268.73,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 8:04:51 AM,49268.73,49268.73,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,49268.73,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 8:04:51 AM,49268.73,49268.73,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,49268.73,NaN,0.00,0.00,0.00,0.00
Raw Model,1,48332.9583951805,111.6284,5/1/2019 8:04:51 AM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 8:04:51 AM,48332.96,250770.64,194495.83,2.34,0.47,0.52,0.50,0.00,0.00,100.00,NaN,250770.64,193050.36,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 8:04:51 AM,48332.96,48332.96,NaN,2.12,0.32,0.00,0.00,0.00,0.00,100.00,NaN,48332.96,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 8:04:51 AM,48332.96,48332.96,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,48332.96,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 8:04:51 AM,48332.96,48332.96,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,48332.96,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 8:04:51 AM,48332.96,48332.96,NaN,2.46,0.50,0.00,0.00,0.00,0.00,100.00,NaN,48332.96,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 8:04:51 AM,48332.96,48332.96,NaN,2.50,0.50,0.00,0.00,0.00,0.00,100.00,NaN,48332.96,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 8:04:51 AM,48332.96,48332.96,NaN,2.10,0.30,0.00,0.00,0.00,0.00,100.00,NaN,48332.96,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 8:04:51 AM,48332.96,48332.96,NaN,2.14,0.35,0.00,0.00,0.00,0.00,100.00,NaN,48332.96,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 8:04:51 AM,48332.96,48332.96,NaN,2.06,0.24,0.00,0.00,0.00,0.00,100.00,NaN,48332.96,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 8:04:51 AM,48332.96,48332.96,NaN,2.06,0.24,0.00,0.00,0.00,0.00,100.00,NaN,48332.96,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 8:04:51 AM,48332.96,48332.96,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,48332.96,NaN,0.00,0.00,0.00,0.00
