Multiplier,0,,Dimensions,11,,Dim Range,100,,Perplexity,Calculated,,Batch Size,50,,PPC,50,,Step,1
Raw Model,1,35094.1392016085,8.0041,5/1/2019 3:35:33 AM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
CCCM-Min m5,2,2,50,5/1/2019 3:35:33 AM,35042.23,35042.23,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,35042.23,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 3:35:33 AM,35042.23,35042.23,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,35042.23,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 3:35:33 AM,35042.23,35042.23,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,35042.23,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 3:35:33 AM,35042.23,35042.23,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,35042.23,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 3:35:33 AM,35042.23,35042.23,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,35042.23,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 3:35:33 AM,35042.23,35042.23,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,35042.23,NaN,0.00,0.00,0.00,0.00
Raw Model,1,35263.8609104618,98.0665,5/1/2019 3:35:33 AM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 3:35:33 AM,35263.86,250714.83,215450.96,2.34,0.47,0.50,0.50,0.00,0.00,100.00,NaN,250714.83,214728.46,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 3:35:33 AM,35263.86,35263.86,0.00,2.06,0.24,0.00,0.00,0.00,0.00,100.00,NaN,35263.86,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 3:35:33 AM,35263.86,35263.86,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,35263.86,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 3:35:33 AM,35263.86,35263.86,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,35263.86,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 3:35:33 AM,35263.86,35263.86,0.00,2.52,0.50,0.00,0.00,0.00,0.00,100.00,NaN,35263.86,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 3:35:33 AM,35263.86,35263.86,0.00,2.54,0.50,0.00,0.00,0.00,0.00,100.00,NaN,35263.86,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 3:35:33 AM,35263.86,35263.86,0.00,2.12,0.38,0.00,0.00,0.00,0.00,100.00,NaN,35263.86,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 3:35:33 AM,35263.86,35263.86,0.00,2.14,0.35,0.00,0.00,0.00,0.00,100.00,NaN,35263.86,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 3:35:33 AM,35263.86,35263.86,0.00,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,35263.86,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 3:35:33 AM,35263.86,35263.86,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,35263.86,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 3:35:33 AM,35263.86,35263.86,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,35263.86,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 3:35:33 AM,35263.86,35263.86,0.00,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,35263.86,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 3:35:33 AM,35263.86,35263.86,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,35263.86,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 3:35:33 AM,35263.86,35263.86,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,35263.86,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 3:35:33 AM,35263.86,35263.86,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,35263.86,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 3:35:33 AM,35263.86,35263.86,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,35263.86,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 3:35:33 AM,35263.86,35263.86,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,35263.86,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 3:35:33 AM,35263.86,35263.86,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,35263.86,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 3:35:33 AM,35263.86,35263.86,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,35263.86,NaN,0.00,0.00,0.00,0.00
Raw Model,1,35800.9119165432,90.0637,5/1/2019 3:35:33 AM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 3:35:33 AM,35800.91,219366.57,176364.18,2.38,0.49,0.52,0.50,0.00,0.00,100.00,NaN,219366.57,175492.70,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 3:35:33 AM,35800.91,35800.91,0.00,2.06,0.24,0.00,0.00,0.00,0.00,100.00,NaN,35800.91,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 3:35:33 AM,35800.91,35800.91,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,35800.91,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 3:35:33 AM,35800.91,35800.91,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,35800.91,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 3:35:33 AM,35800.91,35800.91,0.00,2.52,0.54,0.00,0.00,0.00,0.00,100.00,NaN,35800.91,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 3:35:33 AM,35800.91,35800.91,0.00,2.40,0.49,0.00,0.00,0.00,0.00,100.00,NaN,35800.91,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 3:35:33 AM,35800.91,35800.91,0.00,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,35800.91,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 3:35:33 AM,35800.91,35800.91,0.00,2.12,0.32,0.00,0.00,0.00,0.00,100.00,NaN,35800.91,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 3:35:33 AM,35800.91,35800.91,0.00,2.04,0.20,0.00,0.00,0.00,0.00,100.00,NaN,35800.91,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 3:35:33 AM,35800.91,35800.91,0.00,2.04,0.20,0.00,0.00,0.00,0.00,100.00,NaN,35800.91,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 3:35:33 AM,35800.91,35800.91,0.00,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,35800.91,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 3:35:33 AM,35800.91,35800.91,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,35800.91,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 3:35:33 AM,35800.91,35800.91,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,35800.91,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 3:35:33 AM,35800.91,35800.91,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,35800.91,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 3:35:33 AM,35800.91,35800.91,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,35800.91,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 3:35:33 AM,35800.91,35800.91,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,35800.91,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 3:35:33 AM,35800.91,35800.91,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,35800.91,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 3:35:33 AM,35800.91,35800.91,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,35800.91,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 3:35:33 AM,35800.91,35800.91,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,35800.91,NaN,0.00,0.00,0.00,0.00
Raw Model,1,34834.9512170281,107.0772,5/1/2019 3:35:33 AM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 3:35:33 AM,34834.95,194708.23,104661.63,2.28,0.45,0.70,0.46,0.00,0.00,100.00,NaN,194708.23,103789.29,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 3:35:33 AM,34834.95,34834.95,NaN,2.08,0.27,0.00,0.00,0.00,0.00,100.00,NaN,34834.95,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 3:35:33 AM,34834.95,34834.95,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,34834.95,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 3:35:33 AM,34834.95,34834.95,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,34834.95,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 3:35:33 AM,34834.95,34834.95,NaN,2.44,0.50,0.00,0.00,0.00,0.00,100.00,NaN,34834.95,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 3:35:33 AM,34834.95,34834.95,NaN,2.50,0.50,0.00,0.00,0.00,0.00,100.00,NaN,34834.95,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 3:35:33 AM,34834.95,34834.95,NaN,2.12,0.32,0.00,0.00,0.00,0.00,100.00,NaN,34834.95,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 3:35:33 AM,34834.95,34834.95,NaN,2.20,0.40,0.00,0.00,0.00,0.00,100.00,NaN,34834.95,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 3:35:33 AM,34834.95,34834.95,NaN,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,34834.95,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 3:35:33 AM,34834.95,34834.95,NaN,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,34834.95,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 3:35:33 AM,34834.95,34834.95,NaN,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,34834.95,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 3:35:33 AM,34834.95,34834.95,NaN,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,34834.95,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 3:35:33 AM,34834.95,34834.95,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,34834.95,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 3:35:33 AM,34834.95,34834.95,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,34834.95,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 3:35:33 AM,34834.95,34834.95,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,34834.95,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 3:35:33 AM,34834.95,34834.95,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,34834.95,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 3:35:33 AM,34834.95,34834.95,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,34834.95,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 3:35:33 AM,34834.95,34834.95,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,34834.95,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 3:35:33 AM,34834.95,34834.95,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,34834.95,NaN,0.00,0.00,0.00,0.00
Raw Model,1,37502.0153561354,100.0691,5/1/2019 3:35:33 AM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 3:35:33 AM,37502.02,264799.17,278381.02,2.24,0.43,0.40,0.49,0.00,0.00,100.00,NaN,264799.17,277623.06,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 3:35:33 AM,37502.02,37502.02,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,37502.02,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 3:35:33 AM,37502.02,37502.02,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,37502.02,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 3:35:33 AM,37502.02,37502.02,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,37502.02,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 3:35:33 AM,37502.02,37502.02,0.00,2.52,0.50,0.00,0.00,0.00,0.00,100.00,NaN,37502.02,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 3:35:33 AM,37502.02,37502.02,0.00,2.46,0.50,0.00,0.00,0.00,0.00,100.00,NaN,37502.02,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 3:35:33 AM,37502.02,37502.02,0.00,2.14,0.35,0.00,0.00,0.00,0.00,100.00,NaN,37502.02,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 3:35:33 AM,37502.02,37502.02,0.00,2.12,0.32,0.00,0.00,0.00,0.00,100.00,NaN,37502.02,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 3:35:33 AM,37502.02,37502.02,0.00,2.04,0.20,0.00,0.00,0.00,0.00,100.00,NaN,37502.02,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 3:35:33 AM,37502.02,37502.02,0.00,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,37502.02,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 3:35:33 AM,37502.02,37502.02,0.00,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,37502.02,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 3:35:33 AM,37502.02,37502.02,0.00,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,37502.02,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 3:35:33 AM,37502.02,37502.02,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,37502.02,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 3:35:33 AM,37502.02,37502.02,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,37502.02,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 3:35:33 AM,37502.02,37502.02,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,37502.02,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 3:35:33 AM,37502.02,37502.02,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,37502.02,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 3:35:33 AM,37502.02,37502.02,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,37502.02,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 3:35:33 AM,37502.02,37502.02,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,37502.02,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 3:35:33 AM,37502.02,37502.02,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,37502.02,NaN,0.00,0.00,0.00,0.00
Raw Model,1,35283.8483546151,105.0762,5/1/2019 3:35:33 AM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 3:35:33 AM,35283.85,188754.27,246100.17,2.40,0.53,0.28,0.45,0.00,0.00,100.00,NaN,188754.27,245188.10,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 3:35:33 AM,35283.85,35283.85,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,35283.85,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 3:35:33 AM,35283.85,35283.85,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,35283.85,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 3:35:33 AM,35283.85,35283.85,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,35283.85,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 3:35:33 AM,35283.85,35283.85,0.00,2.54,0.50,0.00,0.00,0.00,0.00,100.00,NaN,35283.85,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 3:35:33 AM,35283.85,35283.85,0.00,2.52,0.50,0.00,0.00,0.00,0.00,100.00,NaN,35283.85,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 3:35:33 AM,35283.85,35283.85,0.00,2.16,0.37,0.00,0.00,0.00,0.00,100.00,NaN,35283.85,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 3:35:33 AM,35283.85,35283.85,0.00,2.14,0.35,0.00,0.00,0.00,0.00,100.00,NaN,35283.85,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 3:35:33 AM,35283.85,35283.85,0.00,2.06,0.24,0.00,0.00,0.00,0.00,100.00,NaN,35283.85,NaN,0.00,0.00,0.00,0.00
