Multiplier,0,,Dimensions,21,,Dim Range,100,,Perplexity,Calculated,,Batch Size,50,,PPC,50,,Step,1
Raw Model,1,68978.5602181131,8.0057,5/1/2019 2:43:38 PM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
MaxiMinK,2,2,50,5/1/2019 2:43:38 PM,68978.37,68978.37,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,68978.37,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 2:43:38 PM,68978.37,68978.37,NaN,2.42,0.49,0.00,0.00,0.00,0.00,100.00,NaN,68978.37,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 2:43:38 PM,68978.37,68978.37,NaN,2.60,0.53,0.00,0.00,0.00,0.00,100.00,NaN,68978.37,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 2:43:38 PM,68978.37,68978.37,NaN,2.12,0.32,0.00,0.00,0.00,0.00,100.00,NaN,68978.37,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 2:43:38 PM,68978.37,68978.37,NaN,2.14,0.35,0.00,0.00,0.00,0.00,100.00,NaN,68978.37,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 2:43:38 PM,68978.37,68978.37,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,68978.37,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 2:43:38 PM,68978.37,68978.37,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,68978.37,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 2:43:38 PM,68978.37,68978.37,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,68978.37,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 2:43:38 PM,68978.37,68978.37,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,68978.37,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 2:43:38 PM,68978.37,68978.37,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,68978.37,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 2:43:38 PM,68978.37,68978.37,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,68978.37,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 2:43:38 PM,68978.37,68978.37,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,68978.37,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 2:43:38 PM,68978.37,68978.37,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,68978.37,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 2:43:38 PM,68978.37,68978.37,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,68978.37,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 2:43:38 PM,68978.37,68978.37,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,68978.37,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 2:43:38 PM,68978.37,68978.37,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,68978.37,NaN,0.00,0.00,0.00,0.00
Raw Model,1,69784.7752738181,157.111,5/1/2019 2:43:38 PM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 2:43:38 PM,69784.78,435380.35,380523.94,2.34,0.47,0.48,0.50,0.00,0.00,100.00,NaN,435380.35,378856.57,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 2:43:38 PM,69784.78,69784.78,0.00,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,69784.78,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 2:43:38 PM,69784.78,69784.78,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,69784.78,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 2:43:38 PM,69784.78,69784.78,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,69784.78,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 2:43:38 PM,69784.78,69784.78,0.00,2.58,0.49,0.00,0.00,0.00,0.00,100.00,NaN,69784.78,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 2:43:38 PM,69784.78,69784.78,0.00,2.52,0.54,0.00,0.00,0.00,0.00,100.00,NaN,69784.78,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 2:43:38 PM,69784.78,69784.78,0.00,2.10,0.30,0.00,0.00,0.00,0.00,100.00,NaN,69784.78,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 2:43:38 PM,69784.78,69784.78,0.00,2.06,0.24,0.00,0.00,0.00,0.00,100.00,NaN,69784.78,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 2:43:38 PM,69784.78,69784.78,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,69784.78,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 2:43:38 PM,69784.78,69784.78,0.00,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,69784.78,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 2:43:38 PM,69784.78,69784.78,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,69784.78,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 2:43:38 PM,69784.78,69784.78,0.00,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,69784.78,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 2:43:38 PM,69784.78,69784.78,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,69784.78,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 2:43:38 PM,69784.78,69784.78,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,69784.78,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 2:43:38 PM,69784.78,69784.78,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,69784.78,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 2:43:38 PM,69784.78,69784.78,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,69784.78,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 2:43:38 PM,69784.78,69784.78,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,69784.78,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 2:43:38 PM,69784.78,69784.78,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,69784.78,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 2:43:38 PM,69784.78,69784.78,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,69784.78,NaN,0.00,0.00,0.00,0.00
Raw Model,1,69702.1404892624,166.117,5/1/2019 2:43:38 PM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 2:43:38 PM,69702.14,385647.82,386952.85,2.34,0.47,0.40,0.49,0.00,0.00,100.00,NaN,385647.82,385065.08,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 2:43:38 PM,69702.14,69702.14,NaN,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,69702.14,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 2:43:38 PM,69702.14,69702.14,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,69702.14,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 2:43:38 PM,69702.14,69702.14,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,69702.14,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 2:43:38 PM,69702.14,69702.14,NaN,2.44,0.50,0.00,0.00,0.00,0.00,100.00,NaN,69702.14,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 2:43:38 PM,69702.14,69702.14,NaN,2.52,0.50,0.00,0.00,0.00,0.00,100.00,NaN,69702.14,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 2:43:38 PM,69702.14,69702.14,NaN,2.12,0.32,0.00,0.00,0.00,0.00,100.00,NaN,69702.14,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 2:43:38 PM,69702.14,69702.14,NaN,2.06,0.24,0.00,0.00,0.00,0.00,100.00,NaN,69702.14,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 2:43:38 PM,69702.14,69702.14,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,69702.14,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 2:43:38 PM,69702.14,69702.14,NaN,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,69702.14,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 2:43:38 PM,69702.14,69702.14,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,69702.14,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 2:43:38 PM,69702.14,69702.14,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,69702.14,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 2:43:38 PM,69702.14,69702.14,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,69702.14,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 2:43:38 PM,69702.14,69702.14,NaN,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,69702.14,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 2:43:38 PM,69702.14,69702.14,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,69702.14,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 2:43:38 PM,69702.14,69702.14,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,69702.14,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 2:43:38 PM,69702.14,69702.14,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,69702.14,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 2:43:38 PM,69702.14,69702.14,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,69702.14,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 2:43:38 PM,69702.14,69702.14,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,69702.14,NaN,0.00,0.00,0.00,0.00
Raw Model,1,67858.4666890697,159.1124,5/1/2019 2:43:38 PM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 2:43:38 PM,67858.47,491452.07,360462.46,2.26,0.44,0.58,0.49,0.00,0.00,100.00,NaN,491452.07,359118.62,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 2:43:38 PM,67858.47,67858.47,NaN,2.14,0.35,0.00,0.00,0.00,0.00,100.00,NaN,67858.47,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 2:43:38 PM,67858.47,67858.47,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,67858.47,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 2:43:38 PM,67858.47,67858.47,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,67858.47,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 2:43:38 PM,67858.47,67858.47,NaN,2.46,0.50,0.00,0.00,0.00,0.00,100.00,NaN,67858.47,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 2:43:38 PM,67858.47,67858.47,NaN,2.48,0.50,0.00,0.00,0.00,0.00,100.00,NaN,67858.47,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 2:43:38 PM,67858.47,67858.47,NaN,2.06,0.24,0.00,0.00,0.00,0.00,100.00,NaN,67858.47,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 2:43:38 PM,67858.47,67858.47,NaN,2.06,0.24,0.00,0.00,0.00,0.00,100.00,NaN,67858.47,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 2:43:38 PM,67858.47,67858.47,NaN,2.08,0.27,0.00,0.00,0.00,0.00,100.00,NaN,67858.47,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 2:43:38 PM,67858.47,67858.47,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,67858.47,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 2:43:38 PM,67858.47,67858.47,NaN,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,67858.47,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 2:43:38 PM,67858.47,67858.47,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,67858.47,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 2:43:38 PM,67858.47,67858.47,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,67858.47,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 2:43:39 PM,67858.47,67858.47,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,67858.47,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 2:43:39 PM,67858.47,67858.47,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,67858.47,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 2:43:39 PM,67858.47,67858.47,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,67858.47,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 2:43:39 PM,67858.47,67858.47,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,67858.47,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 2:43:39 PM,67858.47,67858.47,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,67858.47,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 2:43:39 PM,67858.47,67858.47,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,67858.47,NaN,0.00,0.00,0.00,0.00
Raw Model,1,69706.2737896971,192.137,5/1/2019 2:43:39 PM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 2:43:39 PM,69706.27,474722.76,517340.82,2.32,0.47,0.38,0.49,0.00,0.00,100.00,NaN,474722.76,515883.00,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 2:43:39 PM,69706.27,69706.27,NaN,2.06,0.24,0.00,0.00,0.00,0.00,100.00,NaN,69706.27,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 2:43:39 PM,69706.27,69706.27,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,69706.27,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 2:43:39 PM,69706.27,69706.27,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,69706.27,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 2:43:39 PM,69706.27,69706.27,NaN,2.48,0.50,0.00,0.00,0.00,0.00,100.00,NaN,69706.27,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 2:43:39 PM,69706.27,69706.27,NaN,2.46,0.50,0.00,0.00,0.00,0.00,100.00,NaN,69706.27,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 2:43:39 PM,69706.27,69706.27,NaN,2.10,0.30,0.00,0.00,0.00,0.00,100.00,NaN,69706.27,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 2:43:39 PM,69706.27,69706.27,NaN,2.18,0.38,0.00,0.00,0.00,0.00,100.00,NaN,69706.27,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 2:43:39 PM,69706.27,69706.27,NaN,2.06,0.24,0.00,0.00,0.00,0.00,100.00,NaN,69706.27,NaN,0.00,0.00,0.00,0.00
