Multiplier,0,,Dimensions,25,,Dim Range,100,,Perplexity,Calculated,,Batch Size,50,,PPC,50,,Step,1
Raw Model,1,81733.6917770228,7.5055,5/1/2019 8:43:33 PM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
CCCM-R m7,2,2,50,5/1/2019 8:43:33 PM,81733.69,81733.69,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,81733.69,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 8:43:33 PM,81733.69,81733.69,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,81733.69,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 8:43:33 PM,81733.69,81733.69,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,81733.69,NaN,0.00,0.00,0.00,0.00
Raw Model,1,81484.3382849528,206.1453,5/1/2019 8:43:33 PM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 8:43:33 PM,81484.34,624065.16,521294.79,2.28,0.45,0.52,0.50,0.00,0.00,100.00,NaN,624065.16,519764.22,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 8:43:33 PM,81484.34,81484.34,0.00,2.04,0.20,0.00,0.00,0.00,0.00,100.00,NaN,81484.34,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 8:43:33 PM,81484.34,81484.34,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,81484.34,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 8:43:33 PM,81484.34,81484.34,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,81484.34,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 8:43:33 PM,81484.34,81484.34,0.00,2.36,0.48,0.00,0.00,0.00,0.00,100.00,NaN,81484.34,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 8:43:33 PM,81484.34,81484.34,0.00,2.40,0.49,0.00,0.00,0.00,0.00,100.00,NaN,81484.34,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 8:43:33 PM,81484.34,81484.34,0.00,2.12,0.32,0.00,0.00,0.00,0.00,100.00,NaN,81484.34,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 8:43:33 PM,81484.34,81484.34,0.00,2.14,0.35,0.00,0.00,0.00,0.00,100.00,NaN,81484.34,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 8:43:33 PM,81484.34,81484.34,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,81484.34,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 8:43:33 PM,81484.34,81484.34,0.00,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,81484.34,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 8:43:33 PM,81484.34,81484.34,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,81484.34,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 8:43:33 PM,81484.34,81484.34,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,81484.34,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 8:43:33 PM,81484.34,81484.34,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,81484.34,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 8:43:33 PM,81484.34,81484.34,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,81484.34,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 8:43:33 PM,81484.34,81484.34,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,81484.34,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 8:43:33 PM,81484.34,81484.34,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,81484.34,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 8:43:33 PM,81484.34,81484.34,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,81484.34,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 8:43:33 PM,81484.34,81484.34,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,81484.34,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 8:43:33 PM,81484.34,81484.34,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,81484.34,NaN,0.00,0.00,0.00,0.00
Raw Model,1,81298.5254487051,190.6352,5/1/2019 8:43:33 PM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 8:43:33 PM,81298.53,479252.74,448952.90,2.38,0.49,0.44,0.50,0.00,0.00,100.00,NaN,479252.74,446887.44,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 8:43:33 PM,81298.53,81298.53,0.00,2.04,0.20,0.00,0.00,0.00,0.00,100.00,NaN,81298.53,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 8:43:33 PM,81298.53,81298.53,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,81298.53,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 8:43:33 PM,81298.53,81298.53,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,81298.53,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 8:43:33 PM,81298.53,81298.53,0.00,2.52,0.50,0.00,0.00,0.00,0.00,100.00,NaN,81298.53,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 8:43:33 PM,81298.53,81298.53,0.00,2.50,0.50,0.00,0.00,0.00,0.00,100.00,NaN,81298.53,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 8:43:33 PM,81298.53,81298.53,0.00,2.18,0.38,0.00,0.00,0.00,0.00,100.00,NaN,81298.53,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 8:43:33 PM,81298.53,81298.53,0.00,2.08,0.27,0.00,0.00,0.00,0.00,100.00,NaN,81298.53,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 8:43:33 PM,81298.53,81298.53,0.00,2.04,0.20,0.00,0.00,0.00,0.00,100.00,NaN,81298.53,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 8:43:33 PM,81298.53,81298.53,0.00,2.06,0.24,0.00,0.00,0.00,0.00,100.00,NaN,81298.53,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 8:43:33 PM,81298.53,81298.53,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,81298.53,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 8:43:34 PM,81298.53,81298.53,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,81298.53,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 8:43:34 PM,81298.53,81298.53,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,81298.53,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 8:43:34 PM,81298.53,81298.53,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,81298.53,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 8:43:34 PM,81298.53,81298.53,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,81298.53,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 8:43:34 PM,81298.53,81298.53,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,81298.53,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 8:43:34 PM,81298.53,81298.53,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,81298.53,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 8:43:34 PM,81298.53,81298.53,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,81298.53,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 8:43:34 PM,81298.53,81298.53,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,81298.53,NaN,0.00,0.00,0.00,0.00
Raw Model,1,82384.0252297008,175.1234,5/1/2019 8:43:34 PM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 8:43:34 PM,82384.03,531462.50,598771.29,2.46,0.50,0.36,0.48,0.00,0.00,100.00,NaN,531462.50,596954.95,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 8:43:34 PM,82384.03,82384.03,NaN,2.10,0.30,0.00,0.00,0.00,0.00,100.00,NaN,82384.03,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 8:43:34 PM,82384.03,82384.03,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,82384.03,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 8:43:34 PM,82384.03,82384.03,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,82384.03,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 8:43:34 PM,82384.03,82384.03,NaN,2.56,0.50,0.00,0.00,0.00,0.00,100.00,NaN,82384.03,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 8:43:34 PM,82384.03,82384.03,NaN,2.50,0.50,0.00,0.00,0.00,0.00,100.00,NaN,82384.03,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 8:43:34 PM,82384.03,82384.03,NaN,2.12,0.32,0.00,0.00,0.00,0.00,100.00,NaN,82384.03,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 8:43:34 PM,82384.03,82384.03,NaN,2.10,0.30,0.00,0.00,0.00,0.00,100.00,NaN,82384.03,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 8:43:34 PM,82384.03,82384.03,NaN,2.06,0.24,0.00,0.00,0.00,0.00,100.00,NaN,82384.03,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 8:43:34 PM,82384.03,82384.03,NaN,2.08,0.27,0.00,0.00,0.00,0.00,100.00,NaN,82384.03,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 8:43:34 PM,82384.03,82384.03,NaN,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,82384.03,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 8:43:34 PM,82384.03,82384.03,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,82384.03,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 8:43:34 PM,82384.03,82384.03,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,82384.03,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 8:43:34 PM,82384.03,82384.03,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,82384.03,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 8:43:34 PM,82384.03,82384.03,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,82384.03,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 8:43:34 PM,82384.03,82384.03,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,82384.03,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 8:43:34 PM,82384.03,82384.03,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,82384.03,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 8:43:34 PM,82384.03,82384.03,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,82384.03,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 8:43:34 PM,82384.03,82384.03,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,82384.03,NaN,0.00,0.00,0.00,0.00
Raw Model,1,80163.7319053332,207.6473,5/1/2019 8:43:34 PM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 8:43:34 PM,80163.73,490335.65,502355.95,2.46,0.50,0.40,0.49,0.00,0.00,100.00,NaN,490335.65,500433.67,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 8:43:34 PM,80163.73,80163.73,NaN,2.08,0.27,0.00,0.00,0.00,0.00,100.00,NaN,80163.73,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 8:43:34 PM,80163.73,80163.73,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,80163.73,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 8:43:34 PM,80163.73,80163.73,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,80163.73,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 8:43:34 PM,80163.73,80163.73,NaN,2.38,0.49,0.00,0.00,0.00,0.00,100.00,NaN,80163.73,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 8:43:34 PM,80163.73,80163.73,NaN,2.50,0.50,0.00,0.00,0.00,0.00,100.00,NaN,80163.73,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 8:43:34 PM,80163.73,80163.73,NaN,2.04,0.20,0.00,0.00,0.00,0.00,100.00,NaN,80163.73,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 8:43:34 PM,80163.73,80163.73,NaN,2.08,0.27,0.00,0.00,0.00,0.00,100.00,NaN,80163.73,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 8:43:34 PM,80163.73,80163.73,NaN,2.06,0.24,0.00,0.00,0.00,0.00,100.00,NaN,80163.73,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 8:43:34 PM,80163.73,80163.73,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,80163.73,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 8:43:34 PM,80163.73,80163.73,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,80163.73,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 8:43:34 PM,80163.73,80163.73,NaN,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,80163.73,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 8:43:34 PM,80163.73,80163.73,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,80163.73,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 8:43:34 PM,80163.73,80163.73,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,80163.73,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 8:43:34 PM,80163.73,80163.73,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,80163.73,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 8:43:34 PM,80163.73,80163.73,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,80163.73,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 8:43:34 PM,80163.73,80163.73,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,80163.73,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 8:43:34 PM,80163.73,80163.73,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,80163.73,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 8:43:34 PM,80163.73,80163.73,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,80163.73,NaN,0.00,0.00,0.00,0.00
Raw Model,1,83271.766051309,218.6542,5/1/2019 8:43:34 PM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 8:43:34 PM,83271.77,625816.87,612073.42,2.26,0.44,0.44,0.50,0.00,0.00,100.00,NaN,625816.87,610485.32,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 8:43:34 PM,83271.77,83271.77,NaN,2.06,0.24,0.00,0.00,0.00,0.00,100.00,NaN,83271.77,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 8:43:34 PM,83271.77,83271.77,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,83271.77,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 8:43:34 PM,83271.77,83271.77,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,83271.77,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 8:43:34 PM,83271.77,83271.77,NaN,2.36,0.48,0.00,0.00,0.00,0.00,100.00,NaN,83271.77,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 8:43:34 PM,83271.77,83271.77,NaN,2.40,0.49,0.00,0.00,0.00,0.00,100.00,NaN,83271.77,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 8:43:34 PM,83271.77,83271.77,NaN,2.10,0.30,0.00,0.00,0.00,0.00,100.00,NaN,83271.77,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 8:43:34 PM,83271.77,83271.77,NaN,2.06,0.24,0.00,0.00,0.00,0.00,100.00,NaN,83271.77,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 8:43:34 PM,83271.77,83271.77,NaN,2.04,0.20,0.00,0.00,0.00,0.00,100.00,NaN,83271.77,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 8:43:34 PM,83271.77,83271.77,NaN,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,83271.77,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 8:43:34 PM,83271.77,83271.77,NaN,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,83271.77,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 8:43:34 PM,83271.77,83271.77,NaN,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,83271.77,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 8:43:34 PM,83271.77,83271.77,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,83271.77,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 8:43:34 PM,83271.77,83271.77,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,83271.77,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 8:43:34 PM,83271.77,83271.77,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,83271.77,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 8:43:34 PM,83271.77,83271.77,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,83271.77,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 8:43:34 PM,83271.77,83271.77,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,83271.77,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 8:43:34 PM,83271.77,83271.77,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,83271.77,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 8:43:34 PM,83271.77,83271.77,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,83271.77,NaN,0.00,0.00,0.00,0.00
Raw Model,1,81639.3255045642,209.1482,5/1/2019 8:43:34 PM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 8:43:34 PM,81639.33,528155.72,349569.36,2.26,0.44,0.62,0.49,0.00,0.00,100.00,NaN,528155.72,347753.92,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 8:43:34 PM,81639.33,81639.33,0.00,2.04,0.20,0.00,0.00,0.00,0.00,100.00,NaN,81639.33,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 8:43:34 PM,81639.33,81639.33,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,81639.33,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 8:43:34 PM,81639.33,81639.33,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,81639.33,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 8:43:34 PM,81639.33,81639.33,0.00,2.50,0.50,0.00,0.00,0.00,0.00,100.00,NaN,81639.33,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 8:43:34 PM,81639.33,81639.33,0.00,2.58,0.53,0.00,0.00,0.00,0.00,100.00,NaN,81639.33,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 8:43:34 PM,81639.33,81639.33,0.00,2.16,0.37,0.00,0.00,0.00,0.00,100.00,NaN,81639.33,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 8:43:34 PM,81639.33,81639.33,0.00,2.14,0.35,0.00,0.00,0.00,0.00,100.00,NaN,81639.33,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 8:43:34 PM,81639.33,81639.33,0.00,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,81639.33,NaN,0.00,0.00,0.00,0.00
