Multiplier,0,,Dimensions,25,,Dim Range,100,,Perplexity,Calculated,,Batch Size,50,,PPC,50,,Step,1
Raw Model,1,81733.6917770228,7.5055,5/1/2019 8:43:33 PM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
CCCM-R m4,9,9,50,5/1/2019 8:47:59 PM,366826.94,390367.05,115822.23,2.10,0.50,0.00,0.00,0.00,0.00,450.00,NaN,390367.05,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,9,9,50,5/1/2019 8:47:59 PM,366826.94,450552.64,233830.93,2.20,0.63,0.04,0.20,0.00,0.00,450.00,NaN,450552.64,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,9,9,50,5/1/2019 8:47:59 PM,366826.94,449502.08,225996.74,2.30,0.90,0.00,0.00,0.00,0.00,450.00,NaN,449502.08,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,9,9,50,5/1/2019 8:47:59 PM,366826.94,408741.56,167246.92,2.14,0.72,0.00,0.00,0.00,0.00,450.00,NaN,408741.56,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,9,9,50,5/1/2019 8:47:59 PM,366826.94,378284.17,80200.63,2.02,0.14,0.02,0.14,0.00,0.00,450.00,NaN,378284.17,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,9,9,50,5/1/2019 8:48:00 PM,366826.94,366826.94,0.01,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,366826.94,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,9,9,50,5/1/2019 8:48:00 PM,366826.94,366826.94,0.01,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,366826.94,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,9,9,50,5/1/2019 8:48:00 PM,366826.94,383560.06,117131.82,2.14,0.98,0.00,0.00,0.00,0.00,450.00,NaN,383560.06,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,9,9,50,5/1/2019 8:48:00 PM,366826.94,377531.74,74933.63,2.02,0.14,0.00,0.00,0.00,0.00,450.00,NaN,377531.74,NaN,0.00,0.00,0.00,0.00
Raw Model,1,367991.143676785,3602.6411,5/1/2019 8:48:00 PM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,9,9,50,5/1/2019 8:48:00 PM,1129431.67,2884145.22,1054567.39,4.20,1.57,2.50,1.17,0.22,5.72,450.00,NaN,2884145.22,NaN,0.00,0.00,0.00,0.00
CLUSTER,9,9,50,5/1/2019 8:48:01 PM,367991.14,1879269.18,667292.66,4.00,1.51,1.38,0.85,0.16,4.46,450.00,NaN,1879269.18,NaN,0.00,0.00,0.00,0.00
MaxSumK,9,9,50,5/1/2019 8:48:01 PM,367991.14,928713.02,141664.05,5.86,1.76,0.00,0.00,0.00,0.00,450.00,NaN,928713.02,NaN,0.00,0.00,0.00,0.00
MaxiMinK,9,9,50,5/1/2019 8:48:01 PM,367991.14,367991.14,0.01,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,367991.14,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,9,9,50,5/1/2019 8:48:02 PM,367991.14,1507742.66,569664.11,4.80,1.39,0.30,0.54,0.20,6.65,450.00,NaN,1507742.66,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,9,9,50,5/1/2019 8:48:02 PM,367991.14,1586003.97,541928.92,5.16,1.78,0.30,0.46,0.28,8.12,450.00,NaN,1586003.97,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,9,9,50,5/1/2019 8:48:02 PM,367991.14,915740.33,487915.96,3.94,1.93,0.06,0.24,0.04,0.95,450.00,NaN,915740.33,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,9,9,50,5/1/2019 8:48:02 PM,367991.14,880868.65,479143.53,3.48,1.40,0.06,0.24,0.04,1.07,450.00,NaN,880868.65,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,9,9,50,5/1/2019 8:48:02 PM,367991.14,497003.90,287140.83,2.42,0.92,0.02,0.14,0.00,0.00,450.00,NaN,497003.90,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,9,9,50,5/1/2019 8:48:02 PM,367991.14,555834.40,350223.06,2.94,1.64,0.00,0.00,0.00,0.00,450.00,NaN,555834.40,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,9,9,50,5/1/2019 8:48:03 PM,367991.14,474733.59,247629.17,2.50,1.12,0.00,0.00,0.00,0.00,450.00,NaN,474733.59,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,9,9,50,5/1/2019 8:48:03 PM,367991.14,395800.31,137877.06,2.10,0.36,0.00,0.00,0.00,0.00,450.00,NaN,395800.31,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,9,9,50,5/1/2019 8:48:03 PM,367991.14,367991.14,0.01,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,367991.14,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,9,9,50,5/1/2019 8:48:03 PM,367991.14,395545.23,136465.56,2.12,0.59,0.00,0.00,0.00,0.00,450.00,NaN,395545.23,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,9,9,50,5/1/2019 8:48:03 PM,367991.14,367991.14,0.01,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,367991.14,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,9,9,50,5/1/2019 8:48:03 PM,367991.14,400133.74,157493.43,2.10,0.50,0.00,0.00,0.00,0.00,450.00,NaN,400133.74,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,9,9,50,5/1/2019 8:48:03 PM,367991.14,367991.14,0.01,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,367991.14,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,9,9,50,5/1/2019 8:48:04 PM,367991.14,367991.14,0.01,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,367991.14,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,9,9,50,5/1/2019 8:48:04 PM,367991.14,367991.14,0.01,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,367991.14,NaN,0.00,0.00,0.00,0.00
Raw Model,1,365369.678246348,3724.6445,5/1/2019 8:48:04 PM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,9,9,50,5/1/2019 8:48:04 PM,812947.97,2706427.39,873867.26,3.76,1.14,2.52,1.08,0.20,5.35,450.00,NaN,2706427.39,NaN,0.00,0.00,0.00,0.00
CLUSTER,9,9,50,5/1/2019 8:48:04 PM,365369.68,1611967.20,547366.11,3.76,1.05,1.34,0.86,0.12,4.10,450.00,NaN,1611967.20,NaN,0.00,0.00,0.00,0.00
MaxSumK,9,9,50,5/1/2019 8:48:05 PM,365369.68,748226.20,154473.07,3.64,0.69,0.00,0.00,0.00,0.00,450.00,NaN,748226.20,NaN,0.00,0.00,0.00,0.00
MaxiMinK,9,9,50,5/1/2019 8:48:05 PM,365369.68,365369.68,0.01,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,365369.68,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,9,9,50,5/1/2019 8:48:05 PM,365369.68,1560512.46,559261.86,4.82,1.42,0.26,0.44,0.22,5.55,450.00,NaN,1560512.46,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,9,9,50,5/1/2019 8:48:05 PM,365369.68,1606409.68,630666.68,4.56,1.40,0.32,0.55,0.28,8.62,450.00,NaN,1606409.68,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,9,9,50,5/1/2019 8:48:06 PM,365369.68,856239.81,484471.72,3.42,1.39,0.08,0.27,0.02,0.40,450.00,NaN,856239.81,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,9,9,50,5/1/2019 8:48:06 PM,365369.68,892265.88,507594.98,3.46,1.53,0.02,0.14,0.04,1.20,450.00,NaN,892265.88,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,9,9,50,5/1/2019 8:48:06 PM,365369.68,420560.74,189304.08,2.22,0.78,0.00,0.00,0.00,0.00,450.00,NaN,420560.74,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,9,9,50,5/1/2019 8:48:06 PM,365369.68,502082.62,265735.87,2.54,0.88,0.02,0.14,0.02,0.97,450.00,NaN,502082.62,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,9,9,50,5/1/2019 8:48:06 PM,365369.68,432278.99,206433.69,2.26,0.80,0.02,0.14,0.00,0.00,450.00,NaN,432278.99,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,9,9,50,5/1/2019 8:48:06 PM,365369.68,446647.61,225142.75,2.44,1.13,0.00,0.00,0.00,0.00,450.00,NaN,446647.61,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,9,9,50,5/1/2019 8:48:06 PM,365369.68,365369.68,0.01,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,365369.68,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,9,9,50,5/1/2019 8:48:06 PM,365369.68,365369.68,0.01,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,365369.68,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,9,9,50,5/1/2019 8:48:07 PM,365369.68,380955.94,109103.83,2.02,0.14,0.00,0.00,0.02,0.92,450.00,NaN,380955.94,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,9,9,50,5/1/2019 8:48:07 PM,365369.68,365369.68,0.01,2.02,0.14,0.00,0.00,0.00,0.00,450.00,NaN,365369.68,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,9,9,50,5/1/2019 8:48:07 PM,365369.68,365369.68,0.01,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,365369.68,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,9,9,50,5/1/2019 8:48:07 PM,365369.68,365369.68,0.01,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,365369.68,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,9,9,50,5/1/2019 8:48:07 PM,365369.68,365369.68,0.01,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,365369.68,NaN,0.00,0.00,0.00,0.00
Raw Model,1,365557.976871651,3495.4609,5/1/2019 8:48:07 PM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,9,9,50,5/1/2019 8:48:08 PM,1075720.51,2848981.07,1040767.21,3.68,1.01,1.86,0.89,0.32,7.43,450.00,NaN,2848981.07,NaN,0.00,0.00,0.00,0.00
CLUSTER,9,9,50,5/1/2019 8:48:08 PM,365557.98,2007760.89,706037.67,3.36,0.95,1.62,0.77,0.08,2.59,450.00,NaN,2007760.89,NaN,0.00,0.00,0.00,0.00
MaxSumK,9,9,50,5/1/2019 8:48:08 PM,365557.98,992192.63,211076.73,3.72,0.83,0.00,0.00,0.08,2.18,450.00,NaN,992192.63,NaN,0.00,0.00,0.00,0.00
MaxiMinK,9,9,50,5/1/2019 8:48:08 PM,365557.98,365557.98,NaN,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,365557.98,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,9,9,50,5/1/2019 8:48:09 PM,926202.48,1799084.64,564754.73,4.62,1.28,0.20,0.45,0.10,3.32,450.00,NaN,1799084.64,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,9,9,50,5/1/2019 8:48:09 PM,365557.98,1590994.37,601419.50,4.72,1.47,0.12,0.32,0.28,9.11,450.00,NaN,1590994.37,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,9,9,50,5/1/2019 8:48:09 PM,365557.98,1040259.83,517905.95,4.20,1.98,0.10,0.30,0.04,1.38,450.00,NaN,1040259.83,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,9,9,50,5/1/2019 8:48:09 PM,365557.98,996158.20,488068.36,4.02,1.89,0.04,0.20,0.04,1.03,450.00,NaN,996158.20,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,9,9,50,5/1/2019 8:48:09 PM,365557.98,534983.44,308274.75,2.50,1.04,0.00,0.00,0.02,0.91,450.00,NaN,534983.44,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,9,9,50,5/1/2019 8:48:10 PM,365557.98,555563.02,360066.47,2.56,1.19,0.00,0.00,0.02,0.89,450.00,NaN,555563.02,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,9,9,50,5/1/2019 8:48:10 PM,365557.98,441564.24,228520.50,2.20,0.63,0.00,0.00,0.00,0.00,450.00,NaN,441564.24,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,9,9,50,5/1/2019 8:48:10 PM,365557.98,439581.55,222433.72,2.20,0.60,0.00,0.00,0.00,0.00,450.00,NaN,439581.55,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,9,9,50,5/1/2019 8:48:10 PM,365557.98,365557.98,NaN,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,365557.98,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,9,9,50,5/1/2019 8:48:10 PM,365557.98,365557.98,NaN,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,365557.98,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,9,9,50,5/1/2019 8:48:10 PM,365557.98,381874.79,114217.68,2.06,0.42,0.00,0.00,0.00,0.00,450.00,NaN,381874.79,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,9,9,50,5/1/2019 8:48:10 PM,365557.98,365557.98,NaN,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,365557.98,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,9,9,50,5/1/2019 8:48:11 PM,365557.98,365557.98,NaN,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,365557.98,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,9,9,50,5/1/2019 8:48:11 PM,365557.98,365557.98,NaN,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,365557.98,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,9,9,50,5/1/2019 8:48:11 PM,365557.98,365557.98,NaN,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,365557.98,NaN,0.00,0.00,0.00,0.00
Raw Model,1,366410.066638469,3582.5402,5/1/2019 8:48:11 PM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,9,9,50,5/1/2019 8:48:11 PM,1064079.14,2906428.26,901920.75,4.06,1.19,2.80,1.15,0.16,3.40,450.00,NaN,2906428.26,NaN,0.00,0.00,0.00,0.00
CLUSTER,9,9,50,5/1/2019 8:48:11 PM,366410.07,1516809.25,580302.37,4.10,1.40,0.94,0.76,0.24,7.94,450.00,NaN,1516809.25,NaN,0.00,0.00,0.00,0.00
MaxSumK,9,9,50,5/1/2019 8:48:12 PM,366410.07,745521.92,177622.13,4.70,1.62,0.00,0.00,0.04,0.96,450.00,NaN,745521.92,NaN,0.00,0.00,0.00,0.00
MaxiMinK,9,9,50,5/1/2019 8:48:12 PM,366410.07,366410.07,NaN,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,366410.07,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,9,9,50,5/1/2019 8:48:12 PM,828156.19,1604755.57,603425.65,4.86,1.56,0.24,0.43,0.10,3.46,450.00,NaN,1604755.57,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,9,9,50,5/1/2019 8:48:13 PM,827968.45,1743541.24,705610.38,5.34,1.69,0.22,0.41,0.28,8.11,450.00,NaN,1743541.24,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,9,9,50,5/1/2019 8:48:13 PM,366410.07,1005555.19,556843.59,3.78,1.49,0.06,0.31,0.14,4.62,450.00,NaN,1005555.19,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,9,9,50,5/1/2019 8:48:13 PM,366410.07,839450.45,466583.77,3.74,1.86,0.02,0.14,0.02,0.68,450.00,NaN,839450.45,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,9,9,50,5/1/2019 8:48:13 PM,366410.07,543918.09,335210.82,2.62,1.21,0.04,0.28,0.00,0.00,450.00,NaN,543918.09,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,9,9,50,5/1/2019 8:48:13 PM,366410.07,507905.96,258521.00,2.54,1.10,0.02,0.14,0.00,0.00,450.00,NaN,507905.96,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,9,9,50,5/1/2019 8:48:13 PM,366410.07,453732.61,237981.67,2.28,0.80,0.00,0.00,0.00,0.00,450.00,NaN,453732.61,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,9,9,50,5/1/2019 8:48:14 PM,366410.07,389363.18,114622.74,2.18,0.43,0.02,0.14,0.00,0.00,450.00,NaN,389363.18,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,9,9,50,5/1/2019 8:48:14 PM,366410.07,416368.31,171569.60,2.20,0.80,0.02,0.14,0.00,0.00,450.00,NaN,416368.31,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,9,9,50,5/1/2019 8:48:14 PM,366410.07,377912.13,80514.46,2.08,0.56,0.00,0.00,0.00,0.00,450.00,NaN,377912.13,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,9,9,50,5/1/2019 8:48:14 PM,366410.07,366410.07,NaN,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,366410.07,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,9,9,50,5/1/2019 8:48:14 PM,366410.07,366410.07,NaN,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,366410.07,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,9,9,50,5/1/2019 8:48:14 PM,366410.07,366410.07,NaN,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,366410.07,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,9,9,50,5/1/2019 8:48:14 PM,366410.07,366410.07,NaN,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,366410.07,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,9,9,50,5/1/2019 8:48:15 PM,366410.07,366410.07,NaN,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,366410.07,NaN,0.00,0.00,0.00,0.00
Raw Model,1,367524.620481515,3727.6206,5/1/2019 8:48:15 PM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,9,9,50,5/1/2019 8:48:15 PM,1371538.61,2857411.74,864060.63,4.42,1.93,2.32,1.05,0.16,6.07,450.00,NaN,2857411.74,NaN,0.00,0.00,0.00,0.00
CLUSTER,9,9,50,5/1/2019 8:48:15 PM,367524.62,1964812.51,820085.93,3.64,1.25,1.68,0.81,0.20,5.60,450.00,NaN,1964812.51,NaN,0.00,0.00,0.00,0.00
MaxSumK,9,9,50,5/1/2019 8:48:15 PM,835482.95,944275.75,188400.56,4.62,0.80,0.00,0.00,0.00,0.00,450.00,NaN,944275.75,NaN,0.00,0.00,0.00,0.00
MaxiMinK,9,9,50,5/1/2019 8:48:16 PM,367524.62,367524.62,NaN,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,367524.62,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,9,9,50,5/1/2019 8:48:16 PM,367524.62,1842936.01,773263.01,4.28,1.11,0.28,0.45,0.32,11.09,450.00,NaN,1842936.01,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,9,9,50,5/1/2019 8:48:16 PM,367524.62,1793750.29,844005.32,5.14,1.36,0.12,0.38,0.16,4.38,450.00,NaN,1793750.29,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,9,9,50,5/1/2019 8:48:16 PM,367524.62,914890.53,532926.47,4.12,1.83,0.08,0.34,0.02,0.37,450.00,NaN,914890.53,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,9,9,50,5/1/2019 8:48:17 PM,367524.62,1012175.95,562533.24,3.88,1.89,0.02,0.14,0.06,2.43,450.00,NaN,1012175.95,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,9,9,50,5/1/2019 8:48:17 PM,367524.62,493228.48,279077.74,2.68,1.33,0.00,0.00,0.00,0.00,450.00,NaN,493228.48,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,9,9,50,5/1/2019 8:48:17 PM,367524.62,488720.65,256427.31,2.52,1.06,0.00,0.00,0.00,0.00,450.00,NaN,488720.65,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,9,9,50,5/1/2019 8:48:17 PM,367524.62,381695.22,99194.19,2.04,0.20,0.00,0.00,0.02,0.35,450.00,NaN,381695.22,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,9,9,50,5/1/2019 8:48:17 PM,367524.62,426410.97,182203.44,2.20,0.49,0.00,0.00,0.00,0.00,450.00,NaN,426410.97,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,9,9,50,5/1/2019 8:48:17 PM,367524.62,378132.02,74251.77,2.02,0.14,0.00,0.00,0.00,0.00,450.00,NaN,378132.02,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,9,9,50,5/1/2019 8:48:17 PM,367524.62,367524.62,NaN,2.02,0.14,0.00,0.00,0.00,0.00,450.00,NaN,367524.62,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,9,9,50,5/1/2019 8:48:18 PM,367524.62,367524.62,NaN,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,367524.62,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,9,9,50,5/1/2019 8:48:18 PM,367524.62,388265.29,145184.72,2.04,0.28,0.00,0.00,0.00,0.00,450.00,NaN,388265.29,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,9,9,50,5/1/2019 8:48:18 PM,367524.62,367524.62,NaN,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,367524.62,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,9,9,50,5/1/2019 8:48:18 PM,367524.62,367524.62,NaN,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,367524.62,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,9,9,50,5/1/2019 8:48:18 PM,367524.62,367524.62,NaN,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,367524.62,NaN,0.00,0.00,0.00,0.00
Raw Model,1,370778.946939685,3636.568,5/1/2019 8:48:18 PM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,9,9,50,5/1/2019 8:48:18 PM,370778.95,2829040.94,1082896.98,3.72,1.04,2.28,1.04,0.18,6.36,450.00,NaN,2829040.94,NaN,0.00,0.00,0.00,0.00
CLUSTER,9,9,50,5/1/2019 8:48:19 PM,370778.95,2022899.13,665591.66,3.60,0.82,1.46,0.81,0.20,6.03,450.00,NaN,2022899.13,NaN,0.00,0.00,0.00,0.00
MaxSumK,9,9,50,5/1/2019 8:48:19 PM,370778.95,465474.75,256928.19,2.50,0.85,0.02,0.14,0.06,2.04,450.00,NaN,465474.75,NaN,0.00,0.00,0.00,0.00
MaxiMinK,9,9,50,5/1/2019 8:48:19 PM,370778.95,370778.95,0.02,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,370778.95,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,9,9,50,5/1/2019 8:48:19 PM,1070126.68,1622202.36,567394.57,4.32,1.50,0.22,0.46,0.16,4.56,450.00,NaN,1622202.36,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,9,9,50,5/1/2019 8:48:20 PM,370778.95,1759791.93,709901.52,4.60,1.40,0.20,0.40,0.24,6.37,450.00,NaN,1759791.93,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,9,9,50,5/1/2019 8:48:20 PM,370778.95,963639.26,531513.57,4.08,1.97,0.04,0.20,0.02,0.66,450.00,NaN,963639.26,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,9,9,50,5/1/2019 8:48:20 PM,370778.95,1058941.87,644023.13,3.46,1.43,0.10,0.30,0.12,4.60,450.00,NaN,1058941.87,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,9,9,50,5/1/2019 8:48:20 PM,370778.95,496798.25,292137.04,2.50,1.06,0.02,0.14,0.00,0.00,450.00,NaN,496798.25,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,9,9,50,5/1/2019 8:48:20 PM,370778.95,580112.15,337165.28,2.60,1.23,0.00,0.00,0.02,0.75,450.00,NaN,580112.15,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,9,9,50,5/1/2019 8:48:20 PM,370778.95,477031.40,264829.02,2.38,1.15,0.00,0.00,0.00,0.00,450.00,NaN,477031.40,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,9,9,50,5/1/2019 8:48:21 PM,370778.95,457935.82,236165.22,2.22,0.67,0.02,0.14,0.00,0.00,450.00,NaN,457935.82,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,9,9,50,5/1/2019 8:48:21 PM,370778.95,370778.95,0.02,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,370778.95,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,9,9,50,5/1/2019 8:48:21 PM,370778.95,385953.40,106221.19,2.08,0.56,0.00,0.00,0.00,0.00,450.00,NaN,385953.40,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,9,9,50,5/1/2019 8:48:21 PM,370778.95,398857.40,137556.73,2.14,0.69,0.00,0.00,0.00,0.00,450.00,NaN,398857.40,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,9,9,50,5/1/2019 8:48:21 PM,370778.95,370778.95,0.02,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,370778.95,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,9,9,50,5/1/2019 8:48:21 PM,370778.95,370778.95,0.02,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,370778.95,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,9,9,50,5/1/2019 8:48:22 PM,370778.95,370778.95,0.02,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,370778.95,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,9,9,50,5/1/2019 8:48:22 PM,370778.95,370778.95,0.02,2.00,0.00,0.00,0.00,0.00,0.00,450.00,NaN,370778.95,NaN,0.00,0.00,0.00,0.00
