Multiplier,0,,Dimensions,5,,Dim Range,100,,Perplexity,Calculated,,Batch Size,50,,PPC,50,,Step,1
Raw Model,1,15845.8322519811,9.0063,5/1/2019 12:04:05 AM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
CCCM-MxMn m7,2,2,50,5/1/2019 12:04:05 AM,15845.83,15845.83,0.00,2.16,0.37,0.00,0.00,0.00,0.00,100.00,NaN,15845.83,NaN,0.00,0.00,0.00,0.00
Raw Model,1,16791.058054329,89.0645,5/1/2019 12:04:05 AM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 12:04:05 AM,16791.06,67345.79,46659.90,2.42,0.57,0.54,0.50,0.00,0.00,100.00,NaN,67345.79,45959.79,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 12:04:05 AM,16791.06,16791.06,0.00,2.14,0.35,0.00,0.00,0.00,0.00,100.00,NaN,16791.06,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 12:04:05 AM,16791.06,16791.06,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,16791.06,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 12:04:05 AM,16791.06,16791.06,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,16791.06,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 12:04:05 AM,16791.06,16791.06,0.00,2.50,0.54,0.00,0.00,0.00,0.00,100.00,NaN,16791.06,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 12:04:05 AM,16791.06,16791.06,0.00,2.46,0.50,0.00,0.00,0.00,0.00,100.00,NaN,16791.06,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 12:04:05 AM,16791.06,16791.06,0.00,2.06,0.24,0.00,0.00,0.00,0.00,100.00,NaN,16791.06,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 12:04:05 AM,16791.06,16791.06,0.00,2.10,0.30,0.00,0.00,0.00,0.00,100.00,NaN,16791.06,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 12:04:05 AM,16791.06,16791.06,0.00,2.04,0.20,0.00,0.00,0.00,0.00,100.00,NaN,16791.06,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 12:04:05 AM,16791.06,16791.06,0.00,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,16791.06,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 12:04:05 AM,16791.06,16791.06,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,16791.06,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 12:04:05 AM,16791.06,16791.06,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,16791.06,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 12:04:05 AM,16791.06,16791.06,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,16791.06,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 12:04:05 AM,16791.06,16791.06,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,16791.06,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 12:04:05 AM,16791.06,16791.06,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,16791.06,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 12:04:05 AM,16791.06,16791.06,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,16791.06,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 12:04:05 AM,16791.06,16791.06,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,16791.06,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 12:04:05 AM,16791.06,16791.06,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,16791.06,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 12:04:05 AM,16791.06,16791.06,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,16791.06,NaN,0.00,0.00,0.00,0.00
Raw Model,1,16514.3674655008,75.0531,5/1/2019 12:04:05 AM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 12:04:05 AM,16514.37,76177.03,73071.54,2.38,0.49,0.40,0.49,0.00,0.00,100.00,NaN,76177.03,72513.46,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 12:04:05 AM,16514.37,16514.37,0.00,2.14,0.35,0.00,0.00,0.00,0.00,100.00,NaN,16514.37,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 12:04:05 AM,16514.37,16514.37,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,16514.37,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 12:04:05 AM,16514.37,16514.37,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,16514.37,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 12:04:05 AM,16514.37,16514.37,0.00,2.44,0.50,0.00,0.00,0.00,0.00,100.00,NaN,16514.37,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 12:04:05 AM,16514.37,16514.37,0.00,2.42,0.49,0.00,0.00,0.00,0.00,100.00,NaN,16514.37,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 12:04:05 AM,16514.37,16514.37,0.00,2.12,0.32,0.00,0.00,0.00,0.00,100.00,NaN,16514.37,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 12:04:05 AM,16514.37,16514.37,0.00,2.08,0.27,0.00,0.00,0.00,0.00,100.00,NaN,16514.37,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 12:04:05 AM,16514.37,16514.37,0.00,2.08,0.27,0.00,0.00,0.00,0.00,100.00,NaN,16514.37,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 12:04:05 AM,16514.37,16514.37,0.00,2.06,0.24,0.00,0.00,0.00,0.00,100.00,NaN,16514.37,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 12:04:05 AM,16514.37,16514.37,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,16514.37,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 12:04:05 AM,16514.37,16514.37,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,16514.37,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 12:04:05 AM,16514.37,16514.37,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,16514.37,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 12:04:05 AM,16514.37,16514.37,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,16514.37,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 12:04:05 AM,16514.37,16514.37,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,16514.37,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 12:04:05 AM,16514.37,16514.37,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,16514.37,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 12:04:05 AM,16514.37,16514.37,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,16514.37,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 12:04:05 AM,16514.37,16514.37,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,16514.37,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 12:04:05 AM,16514.37,16514.37,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,16514.37,NaN,0.00,0.00,0.00,0.00
Raw Model,1,15761.6903127277,65.0459,5/1/2019 12:04:05 AM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 12:04:05 AM,15761.69,112015.70,122948.40,2.16,0.37,0.38,0.49,0.00,0.00,100.00,NaN,112015.70,122634.87,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 12:04:05 AM,15761.69,15761.69,NaN,2.04,0.20,0.00,0.00,0.00,0.00,100.00,NaN,15761.69,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 12:04:05 AM,15761.69,15761.69,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,15761.69,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 12:04:05 AM,15761.69,15761.69,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,15761.69,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 12:04:05 AM,15761.69,15761.69,NaN,2.56,0.50,0.00,0.00,0.00,0.00,100.00,NaN,15761.69,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 12:04:05 AM,15761.69,15761.69,NaN,2.36,0.48,0.00,0.00,0.00,0.00,100.00,NaN,15761.69,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 12:04:05 AM,15761.69,15761.69,NaN,2.10,0.30,0.00,0.00,0.00,0.00,100.00,NaN,15761.69,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 12:04:05 AM,15761.69,15761.69,NaN,2.10,0.30,0.00,0.00,0.00,0.00,100.00,NaN,15761.69,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 12:04:05 AM,15761.69,15761.69,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,15761.69,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 12:04:05 AM,15761.69,15761.69,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,15761.69,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 12:04:05 AM,15761.69,15761.69,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,15761.69,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 12:04:05 AM,15761.69,15761.69,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,15761.69,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 12:04:05 AM,15761.69,15761.69,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,15761.69,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 12:04:05 AM,15761.69,15761.69,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,15761.69,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 12:04:05 AM,15761.69,15761.69,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,15761.69,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 12:04:05 AM,15761.69,15761.69,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,15761.69,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 12:04:05 AM,15761.69,15761.69,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,15761.69,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 12:04:05 AM,15761.69,15761.69,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,15761.69,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 12:04:05 AM,15761.69,15761.69,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,15761.69,NaN,0.00,0.00,0.00,0.00
Raw Model,1,17063.6089135976,62.0423,5/1/2019 12:04:05 AM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 12:04:05 AM,17063.61,74071.42,32035.63,2.28,0.60,0.76,0.43,0.00,0.00,100.00,NaN,74071.42,31490.16,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 12:04:05 AM,17063.61,17063.61,0.00,2.12,0.38,0.00,0.00,0.00,0.00,100.00,NaN,17063.61,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 12:04:05 AM,17063.61,17063.61,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,17063.61,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 12:04:05 AM,17063.61,17063.61,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,17063.61,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 12:04:05 AM,17063.61,17063.61,0.00,2.64,0.56,0.00,0.00,0.00,0.00,100.00,NaN,17063.61,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 12:04:05 AM,17063.61,17063.61,0.00,2.42,0.49,0.00,0.00,0.00,0.00,100.00,NaN,17063.61,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 12:04:05 AM,17063.61,17063.61,0.00,2.08,0.34,0.00,0.00,0.00,0.00,100.00,NaN,17063.61,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 12:04:05 AM,17063.61,17063.61,0.00,2.18,0.38,0.00,0.00,0.00,0.00,100.00,NaN,17063.61,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 12:04:05 AM,17063.61,17063.61,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,17063.61,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 12:04:05 AM,17063.61,17063.61,0.00,2.06,0.24,0.00,0.00,0.00,0.00,100.00,NaN,17063.61,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 12:04:05 AM,17063.61,17063.61,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,17063.61,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 12:04:05 AM,17063.61,17063.61,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,17063.61,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 12:04:05 AM,17063.61,17063.61,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,17063.61,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 12:04:05 AM,17063.61,17063.61,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,17063.61,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 12:04:05 AM,17063.61,17063.61,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,17063.61,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 12:04:05 AM,17063.61,17063.61,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,17063.61,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 12:04:05 AM,17063.61,17063.61,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,17063.61,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 12:04:05 AM,17063.61,17063.61,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,17063.61,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 12:04:05 AM,17063.61,17063.61,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,17063.61,NaN,0.00,0.00,0.00,0.00
Raw Model,1,14069.467410421,79.0602,5/1/2019 12:04:05 AM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 12:04:05 AM,14069.47,130556.47,69047.55,2.24,0.43,0.74,0.44,0.00,0.00,100.00,NaN,130556.47,68861.92,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 12:04:05 AM,14069.47,14069.47,NaN,2.08,0.27,0.00,0.00,0.00,0.00,100.00,NaN,14069.47,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 12:04:05 AM,14069.47,14069.47,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,14069.47,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 12:04:05 AM,14069.47,14069.47,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,14069.47,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 12:04:05 AM,14069.47,14069.47,NaN,2.48,0.54,0.00,0.00,0.00,0.00,100.00,NaN,14069.47,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 12:04:05 AM,14069.47,14069.47,NaN,2.58,0.49,0.00,0.00,0.00,0.00,100.00,NaN,14069.47,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 12:04:05 AM,14069.47,14069.47,NaN,2.12,0.32,0.00,0.00,0.00,0.00,100.00,NaN,14069.47,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 12:04:05 AM,14069.47,14069.47,NaN,2.10,0.30,0.00,0.00,0.00,0.00,100.00,NaN,14069.47,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 12:04:05 AM,14069.47,14069.47,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,14069.47,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 12:04:05 AM,14069.47,14069.47,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,14069.47,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 12:04:05 AM,14069.47,14069.47,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,14069.47,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 12:04:05 AM,14069.47,14069.47,NaN,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,14069.47,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 12:04:05 AM,14069.47,14069.47,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,14069.47,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 12:04:05 AM,14069.47,14069.47,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,14069.47,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 12:04:05 AM,14069.47,14069.47,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,14069.47,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 12:04:05 AM,14069.47,14069.47,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,14069.47,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 12:04:05 AM,14069.47,14069.47,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,14069.47,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 12:04:05 AM,14069.47,14069.47,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,14069.47,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 12:04:05 AM,14069.47,14069.47,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,14069.47,NaN,0.00,0.00,0.00,0.00
Raw Model,1,15709.1304684894,91.0608,5/1/2019 12:04:05 AM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 12:04:05 AM,15709.13,75646.73,106659.74,2.90,0.70,0.24,0.43,0.00,0.00,100.00,NaN,75646.73,106220.09,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 12:04:05 AM,15709.13,15709.13,0.00,2.06,0.24,0.00,0.00,0.00,0.00,100.00,NaN,15709.13,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 12:04:05 AM,15709.13,15709.13,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,15709.13,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 12:04:05 AM,15709.13,15709.13,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,15709.13,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 12:04:05 AM,15709.13,15709.13,0.00,2.52,0.54,0.00,0.00,0.00,0.00,100.00,NaN,15709.13,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 12:04:05 AM,15709.13,15709.13,0.00,2.46,0.50,0.00,0.00,0.00,0.00,100.00,NaN,15709.13,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 12:04:05 AM,15709.13,15709.13,0.00,2.10,0.30,0.00,0.00,0.00,0.00,100.00,NaN,15709.13,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 12:04:05 AM,15709.13,15709.13,0.00,2.14,0.35,0.00,0.00,0.00,0.00,100.00,NaN,15709.13,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 12:04:05 AM,15709.13,15709.13,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,15709.13,NaN,0.00,0.00,0.00,0.00
