Multiplier,0,,Dimensions,9,,Dim Range,100,,Perplexity,Calculated,,Batch Size,50,,PPC,50,,Step,1
Raw Model,1,29151.486971013,8.507,5/1/2019 2:23:24 AM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
CCCM-R m4,2,2,50,5/1/2019 2:23:24 AM,29151.49,29151.49,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29151.49,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 2:23:24 AM,29151.49,29151.49,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29151.49,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 2:23:24 AM,29151.49,29151.49,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29151.49,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 2:23:24 AM,29151.49,29151.49,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29151.49,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 2:23:24 AM,29151.49,29151.49,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29151.49,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 2:23:24 AM,29151.49,29151.49,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29151.49,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 2:23:24 AM,29151.49,29151.49,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29151.49,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 2:23:24 AM,29151.49,29151.49,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29151.49,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 2:23:24 AM,29151.49,29151.49,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29151.49,NaN,0.00,0.00,0.00,0.00
Raw Model,1,29684.1536980701,123.5859,5/1/2019 2:23:24 AM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 2:23:24 AM,29684.15,309814.57,219308.88,2.18,0.38,0.62,0.49,0.00,0.00,100.00,NaN,309814.57,218926.86,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 2:23:24 AM,29684.15,29684.15,0.00,2.04,0.20,0.00,0.00,0.00,0.00,100.00,NaN,29684.15,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 2:23:24 AM,29684.15,29684.15,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29684.15,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 2:23:24 AM,29684.15,29684.15,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29684.15,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 2:23:24 AM,29684.15,29684.15,0.00,2.56,0.50,0.00,0.00,0.00,0.00,100.00,NaN,29684.15,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 2:23:24 AM,29684.15,29684.15,0.00,2.54,0.50,0.00,0.00,0.00,0.00,100.00,NaN,29684.15,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 2:23:24 AM,29684.15,29684.15,0.00,2.14,0.35,0.00,0.00,0.00,0.00,100.00,NaN,29684.15,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 2:23:24 AM,29684.15,29684.15,0.00,2.08,0.27,0.00,0.00,0.00,0.00,100.00,NaN,29684.15,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 2:23:24 AM,29684.15,29684.15,0.00,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,29684.15,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 2:23:24 AM,29684.15,29684.15,0.00,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,29684.15,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 2:23:24 AM,29684.15,29684.15,0.00,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,29684.15,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 2:23:24 AM,29684.15,29684.15,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29684.15,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 2:23:24 AM,29684.15,29684.15,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29684.15,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 2:23:24 AM,29684.15,29684.15,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29684.15,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 2:23:24 AM,29684.15,29684.15,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29684.15,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 2:23:24 AM,29684.15,29684.15,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29684.15,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 2:23:24 AM,29684.15,29684.15,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29684.15,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 2:23:24 AM,29684.15,29684.15,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29684.15,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 2:23:25 AM,29684.15,29684.15,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29684.15,NaN,0.00,0.00,0.00,0.00
Raw Model,1,29200.4566472554,87.5617,5/1/2019 2:23:25 AM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 2:23:25 AM,29200.46,267619.94,156082.19,2.24,0.43,0.70,0.46,0.00,0.00,100.00,NaN,267619.94,155672.41,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 2:23:25 AM,29200.46,29200.46,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29200.46,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 2:23:25 AM,29200.46,29200.46,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29200.46,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 2:23:25 AM,29200.46,29200.46,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29200.46,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 2:23:25 AM,29200.46,29200.46,NaN,2.42,0.49,0.00,0.00,0.00,0.00,100.00,NaN,29200.46,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 2:23:25 AM,29200.46,29200.46,NaN,2.66,0.47,0.00,0.00,0.00,0.00,100.00,NaN,29200.46,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 2:23:25 AM,29200.46,29200.46,NaN,2.12,0.32,0.00,0.00,0.00,0.00,100.00,NaN,29200.46,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 2:23:25 AM,29200.46,29200.46,NaN,2.20,0.40,0.00,0.00,0.00,0.00,100.00,NaN,29200.46,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 2:23:25 AM,29200.46,29200.46,NaN,2.06,0.24,0.00,0.00,0.00,0.00,100.00,NaN,29200.46,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 2:23:25 AM,29200.46,29200.46,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29200.46,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 2:23:25 AM,29200.46,29200.46,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29200.46,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 2:23:25 AM,29200.46,29200.46,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29200.46,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 2:23:25 AM,29200.46,29200.46,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29200.46,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 2:23:25 AM,29200.46,29200.46,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29200.46,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 2:23:25 AM,29200.46,29200.46,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29200.46,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 2:23:25 AM,29200.46,29200.46,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29200.46,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 2:23:25 AM,29200.46,29200.46,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29200.46,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 2:23:25 AM,29200.46,29200.46,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29200.46,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 2:23:25 AM,29200.46,29200.46,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29200.46,NaN,0.00,0.00,0.00,0.00
Raw Model,1,29639.2259010813,97.0685,5/1/2019 2:23:25 AM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 2:23:25 AM,29639.23,171531.51,115854.56,2.30,0.50,0.60,0.49,0.00,0.00,100.00,NaN,171531.51,115099.14,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 2:23:25 AM,29639.23,29639.23,NaN,2.06,0.24,0.00,0.00,0.00,0.00,100.00,NaN,29639.23,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 2:23:25 AM,29639.23,29639.23,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29639.23,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 2:23:25 AM,29639.23,29639.23,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29639.23,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 2:23:25 AM,29639.23,29639.23,NaN,2.42,0.49,0.00,0.00,0.00,0.00,100.00,NaN,29639.23,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 2:23:25 AM,29639.23,29639.23,NaN,2.64,0.48,0.00,0.00,0.00,0.00,100.00,NaN,29639.23,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 2:23:25 AM,29639.23,29639.23,NaN,2.08,0.27,0.00,0.00,0.00,0.00,100.00,NaN,29639.23,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 2:23:25 AM,29639.23,29639.23,NaN,2.12,0.32,0.00,0.00,0.00,0.00,100.00,NaN,29639.23,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 2:23:25 AM,29639.23,29639.23,NaN,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,29639.23,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 2:23:25 AM,29639.23,29639.23,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29639.23,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 2:23:25 AM,29639.23,29639.23,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29639.23,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 2:23:25 AM,29639.23,29639.23,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29639.23,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 2:23:25 AM,29639.23,29639.23,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29639.23,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 2:23:25 AM,29639.23,29639.23,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29639.23,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 2:23:25 AM,29639.23,29639.23,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29639.23,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 2:23:25 AM,29639.23,29639.23,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29639.23,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 2:23:25 AM,29639.23,29639.23,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29639.23,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 2:23:25 AM,29639.23,29639.23,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29639.23,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 2:23:25 AM,29639.23,29639.23,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29639.23,NaN,0.00,0.00,0.00,0.00
Raw Model,1,27878.0264648282,100.5717,5/1/2019 2:23:25 AM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 2:23:25 AM,27878.03,143629.07,141765.50,2.32,0.47,0.40,0.49,0.00,0.00,100.00,NaN,143629.07,140941.27,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 2:23:25 AM,27878.03,27878.03,NaN,2.04,0.20,0.00,0.00,0.00,0.00,100.00,NaN,27878.03,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 2:23:25 AM,27878.03,27878.03,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,27878.03,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 2:23:25 AM,27878.03,27878.03,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,27878.03,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 2:23:25 AM,27878.03,27878.03,NaN,2.46,0.50,0.00,0.00,0.00,0.00,100.00,NaN,27878.03,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 2:23:25 AM,27878.03,27878.03,NaN,2.50,0.54,0.00,0.00,0.00,0.00,100.00,NaN,27878.03,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 2:23:25 AM,27878.03,27878.03,NaN,2.06,0.24,0.00,0.00,0.00,0.00,100.00,NaN,27878.03,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 2:23:25 AM,27878.03,27878.03,NaN,2.10,0.30,0.00,0.00,0.00,0.00,100.00,NaN,27878.03,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 2:23:25 AM,27878.03,27878.03,NaN,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,27878.03,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 2:23:25 AM,27878.03,27878.03,NaN,2.04,0.20,0.00,0.00,0.00,0.00,100.00,NaN,27878.03,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 2:23:25 AM,27878.03,27878.03,NaN,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,27878.03,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 2:23:25 AM,27878.03,27878.03,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,27878.03,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 2:23:25 AM,27878.03,27878.03,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,27878.03,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 2:23:25 AM,27878.03,27878.03,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,27878.03,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 2:23:25 AM,27878.03,27878.03,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,27878.03,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 2:23:25 AM,27878.03,27878.03,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,27878.03,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 2:23:25 AM,27878.03,27878.03,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,27878.03,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 2:23:25 AM,27878.03,27878.03,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,27878.03,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 2:23:25 AM,27878.03,27878.03,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,27878.03,NaN,0.00,0.00,0.00,0.00
Raw Model,1,29478.6332992668,111.0785,5/1/2019 2:23:25 AM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 2:23:25 AM,29478.63,165008.98,141064.46,2.30,0.46,0.48,0.50,0.00,0.00,100.00,NaN,165008.98,140261.78,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 2:23:25 AM,29478.63,29478.63,NaN,2.04,0.20,0.00,0.00,0.00,0.00,100.00,NaN,29478.63,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 2:23:25 AM,29478.63,29478.63,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29478.63,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 2:23:25 AM,29478.63,29478.63,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29478.63,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 2:23:25 AM,29478.63,29478.63,NaN,2.44,0.50,0.00,0.00,0.00,0.00,100.00,NaN,29478.63,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 2:23:25 AM,29478.63,29478.63,NaN,2.58,0.49,0.00,0.00,0.00,0.00,100.00,NaN,29478.63,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 2:23:25 AM,29478.63,29478.63,NaN,2.12,0.32,0.00,0.00,0.00,0.00,100.00,NaN,29478.63,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 2:23:25 AM,29478.63,29478.63,NaN,2.18,0.38,0.00,0.00,0.00,0.00,100.00,NaN,29478.63,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 2:23:25 AM,29478.63,29478.63,NaN,2.04,0.20,0.00,0.00,0.00,0.00,100.00,NaN,29478.63,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 2:23:25 AM,29478.63,29478.63,NaN,2.04,0.20,0.00,0.00,0.00,0.00,100.00,NaN,29478.63,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 2:23:25 AM,29478.63,29478.63,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29478.63,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 2:23:25 AM,29478.63,29478.63,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29478.63,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 2:23:25 AM,29478.63,29478.63,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29478.63,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 2:23:25 AM,29478.63,29478.63,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29478.63,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 2:23:25 AM,29478.63,29478.63,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29478.63,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 2:23:25 AM,29478.63,29478.63,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29478.63,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 2:23:25 AM,29478.63,29478.63,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29478.63,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 2:23:25 AM,29478.63,29478.63,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29478.63,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 2:23:25 AM,29478.63,29478.63,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29478.63,NaN,0.00,0.00,0.00,0.00
Raw Model,1,29290.9711760191,99.0696,5/1/2019 2:23:25 AM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 2:23:25 AM,29290.97,231027.79,178820.58,2.32,0.47,0.56,0.50,0.00,0.00,100.00,NaN,231027.79,178292.19,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 2:23:25 AM,29290.97,29290.97,NaN,2.08,0.27,0.00,0.00,0.00,0.00,100.00,NaN,29290.97,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 2:23:25 AM,29290.97,29290.97,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29290.97,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 2:23:25 AM,29290.97,29290.97,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29290.97,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 2:23:25 AM,29290.97,29290.97,NaN,2.50,0.50,0.00,0.00,0.00,0.00,100.00,NaN,29290.97,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 2:23:25 AM,29290.97,29290.97,NaN,2.58,0.49,0.00,0.00,0.00,0.00,100.00,NaN,29290.97,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 2:23:25 AM,29290.97,29290.97,NaN,2.10,0.30,0.00,0.00,0.00,0.00,100.00,NaN,29290.97,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 2:23:25 AM,29290.97,29290.97,NaN,2.06,0.24,0.00,0.00,0.00,0.00,100.00,NaN,29290.97,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 2:23:25 AM,29290.97,29290.97,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,29290.97,NaN,0.00,0.00,0.00,0.00
