Multiplier,0,,Dimensions,17,,Dim Range,100,,Perplexity,Calculated,,Batch Size,50,,PPC,50,,Step,1
Raw Model,1,55111.7220131812,8.006,5/1/2019 4:45:13 PM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
CCCM-Min m7,2,2,50,5/1/2019 4:45:13 PM,57551.34,57551.34,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,57551.34,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 4:45:13 PM,57551.34,57551.34,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,57551.34,NaN,0.00,0.00,0.00,0.00
Raw Model,1,56394.1356224507,138.0984,5/1/2019 4:45:13 PM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 4:45:13 PM,56394.14,434888.54,444783.65,2.32,0.47,0.42,0.49,0.00,0.00,100.00,NaN,434888.54,443745.98,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 4:45:13 PM,56394.14,56394.14,0.00,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,56394.14,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 4:45:13 PM,56394.14,56394.14,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,56394.14,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 4:45:13 PM,56394.14,56394.14,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,56394.14,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 4:45:13 PM,56394.14,56394.14,0.00,2.38,0.49,0.00,0.00,0.00,0.00,100.00,NaN,56394.14,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 4:45:13 PM,56394.14,56394.14,0.00,2.50,0.50,0.00,0.00,0.00,0.00,100.00,NaN,56394.14,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 4:45:13 PM,56394.14,56394.14,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,56394.14,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 4:45:13 PM,56394.14,56394.14,0.00,2.14,0.35,0.00,0.00,0.00,0.00,100.00,NaN,56394.14,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 4:45:13 PM,56394.14,56394.14,0.00,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,56394.14,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 4:45:13 PM,56394.14,56394.14,0.00,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,56394.14,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 4:45:13 PM,56394.14,56394.14,0.00,2.04,0.20,0.00,0.00,0.00,0.00,100.00,NaN,56394.14,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 4:45:13 PM,56394.14,56394.14,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,56394.14,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 4:45:13 PM,56394.14,56394.14,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,56394.14,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 4:45:13 PM,56394.14,56394.14,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,56394.14,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 4:45:13 PM,56394.14,56394.14,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,56394.14,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 4:45:13 PM,56394.14,56394.14,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,56394.14,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 4:45:13 PM,56394.14,56394.14,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,56394.14,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 4:45:13 PM,56394.14,56394.14,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,56394.14,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 4:45:13 PM,56394.14,56394.14,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,56394.14,NaN,0.00,0.00,0.00,0.00
Raw Model,1,56138.6649039007,126.0887,5/1/2019 4:45:13 PM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 4:45:13 PM,56138.66,361342.97,293230.81,2.24,0.43,0.52,0.50,0.00,0.00,100.00,NaN,361342.97,291938.32,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 4:45:13 PM,56138.66,56138.66,0.00,2.14,0.35,0.00,0.00,0.00,0.00,100.00,NaN,56138.66,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 4:45:13 PM,56138.66,56138.66,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,56138.66,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 4:45:13 PM,56138.66,56138.66,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,56138.66,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 4:45:13 PM,56138.66,56138.66,0.00,2.52,0.50,0.00,0.00,0.00,0.00,100.00,NaN,56138.66,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 4:45:13 PM,56138.66,56138.66,0.00,2.48,0.50,0.00,0.00,0.00,0.00,100.00,NaN,56138.66,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 4:45:13 PM,56138.66,56138.66,0.00,2.16,0.37,0.00,0.00,0.00,0.00,100.00,NaN,56138.66,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 4:45:13 PM,56138.66,56138.66,0.00,2.10,0.30,0.00,0.00,0.00,0.00,100.00,NaN,56138.66,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 4:45:13 PM,56138.66,56138.66,0.00,2.04,0.20,0.00,0.00,0.00,0.00,100.00,NaN,56138.66,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 4:45:13 PM,56138.66,56138.66,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,56138.66,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 4:45:13 PM,56138.66,56138.66,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,56138.66,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 4:45:13 PM,56138.66,56138.66,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,56138.66,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 4:45:13 PM,56138.66,56138.66,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,56138.66,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 4:45:13 PM,56138.66,56138.66,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,56138.66,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 4:45:13 PM,56138.66,56138.66,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,56138.66,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 4:45:13 PM,56138.66,56138.66,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,56138.66,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 4:45:13 PM,56138.66,56138.66,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,56138.66,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 4:45:13 PM,56138.66,56138.66,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,56138.66,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 4:45:13 PM,56138.66,56138.66,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,56138.66,NaN,0.00,0.00,0.00,0.00
Raw Model,1,55638.328463739,138.0975,5/1/2019 4:45:13 PM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 4:45:13 PM,55638.33,263917.63,117042.87,2.20,0.40,0.76,0.43,0.00,0.00,100.00,NaN,263917.63,115445.41,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 4:45:13 PM,55638.33,55638.33,0.00,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,55638.33,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 4:45:13 PM,55638.33,55638.33,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,55638.33,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 4:45:13 PM,55638.33,55638.33,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,55638.33,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 4:45:13 PM,55638.33,55638.33,0.00,2.54,0.50,0.00,0.00,0.00,0.00,100.00,NaN,55638.33,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 4:45:13 PM,55638.33,55638.33,0.00,2.46,0.50,0.00,0.00,0.00,0.00,100.00,NaN,55638.33,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 4:45:13 PM,55638.33,55638.33,0.00,2.06,0.24,0.00,0.00,0.00,0.00,100.00,NaN,55638.33,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 4:45:13 PM,55638.33,55638.33,0.00,2.08,0.27,0.00,0.00,0.00,0.00,100.00,NaN,55638.33,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 4:45:13 PM,55638.33,55638.33,0.00,2.04,0.20,0.00,0.00,0.00,0.00,100.00,NaN,55638.33,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 4:45:13 PM,55638.33,55638.33,0.00,2.04,0.20,0.00,0.00,0.00,0.00,100.00,NaN,55638.33,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 4:45:13 PM,55638.33,55638.33,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,55638.33,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 4:45:13 PM,55638.33,55638.33,0.00,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,55638.33,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 4:45:13 PM,55638.33,55638.33,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,55638.33,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 4:45:13 PM,55638.33,55638.33,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,55638.33,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 4:45:13 PM,55638.33,55638.33,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,55638.33,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 4:45:13 PM,55638.33,55638.33,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,55638.33,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 4:45:13 PM,55638.33,55638.33,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,55638.33,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 4:45:13 PM,55638.33,55638.33,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,55638.33,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 4:45:13 PM,55638.33,55638.33,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,55638.33,NaN,0.00,0.00,0.00,0.00
Raw Model,1,54572.5084728962,137.0961,5/1/2019 4:45:13 PM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 4:45:13 PM,54572.51,283380.99,280232.02,2.40,0.53,0.40,0.49,0.00,0.00,100.00,NaN,283380.99,278634.36,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 4:45:13 PM,54572.51,54572.51,NaN,2.06,0.24,0.00,0.00,0.00,0.00,100.00,NaN,54572.51,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 4:45:13 PM,54572.51,54572.51,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,54572.51,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 4:45:13 PM,54572.51,54572.51,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,54572.51,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 4:45:13 PM,54572.51,54572.51,NaN,2.56,0.50,0.00,0.00,0.00,0.00,100.00,NaN,54572.51,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 4:45:13 PM,54572.51,54572.51,NaN,2.46,0.54,0.00,0.00,0.00,0.00,100.00,NaN,54572.51,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 4:45:13 PM,54572.51,54572.51,NaN,2.10,0.30,0.00,0.00,0.00,0.00,100.00,NaN,54572.51,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 4:45:13 PM,54572.51,54572.51,NaN,2.10,0.30,0.00,0.00,0.00,0.00,100.00,NaN,54572.51,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 4:45:13 PM,54572.51,54572.51,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,54572.51,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 4:45:13 PM,54572.51,54572.51,NaN,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,54572.51,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 4:45:13 PM,54572.51,54572.51,NaN,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,54572.51,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 4:45:13 PM,54572.51,54572.51,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,54572.51,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 4:45:13 PM,54572.51,54572.51,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,54572.51,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 4:45:13 PM,54572.51,54572.51,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,54572.51,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 4:45:13 PM,54572.51,54572.51,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,54572.51,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 4:45:13 PM,54572.51,54572.51,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,54572.51,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 4:45:13 PM,54572.51,54572.51,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,54572.51,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 4:45:13 PM,54572.51,54572.51,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,54572.51,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 4:45:13 PM,54572.51,54572.51,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,54572.51,NaN,0.00,0.00,0.00,0.00
Raw Model,1,54161.341877169,143.1015,5/1/2019 4:45:13 PM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 4:45:13 PM,54161.34,419158.17,411771.96,2.36,0.48,0.44,0.50,0.00,0.00,100.00,NaN,419158.17,410773.43,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 4:45:13 PM,54161.34,54161.34,0.00,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,54161.34,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 4:45:13 PM,54161.34,54161.34,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,54161.34,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 4:45:13 PM,54161.34,54161.34,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,54161.34,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 4:45:13 PM,54161.34,54161.34,0.00,2.44,0.50,0.00,0.00,0.00,0.00,100.00,NaN,54161.34,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 4:45:13 PM,54161.34,54161.34,0.00,2.54,0.50,0.00,0.00,0.00,0.00,100.00,NaN,54161.34,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 4:45:13 PM,54161.34,54161.34,0.00,2.06,0.24,0.00,0.00,0.00,0.00,100.00,NaN,54161.34,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 4:45:13 PM,54161.34,54161.34,0.00,2.04,0.20,0.00,0.00,0.00,0.00,100.00,NaN,54161.34,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 4:45:14 PM,54161.34,54161.34,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,54161.34,NaN,0.00,0.00,0.00,0.00
