Multiplier,0,,Dimensions,17,,Dim Range,100,,Perplexity,Calculated,,Batch Size,50,,PPC,50,,Step,1
Raw Model,1,55111.7220131812,8.006,5/1/2019 4:45:13 PM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
CCCM-R m3,8,8,50,5/1/2019 4:47:22 PM,220589.75,302538.97,178556.17,2.54,1.19,0.02,0.14,0.00,0.00,400.00,NaN,302538.97,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,8,8,50,5/1/2019 4:47:22 PM,220589.75,308142.64,176755.59,2.52,1.33,0.02,0.14,0.00,0.00,400.00,NaN,308142.64,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,8,8,50,5/1/2019 4:47:22 PM,220589.75,268937.39,146629.94,2.34,1.24,0.00,0.00,0.02,0.66,400.00,NaN,268937.39,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,8,8,50,5/1/2019 4:47:22 PM,220589.75,279871.96,161874.96,2.14,0.53,0.02,0.14,0.00,0.00,400.00,NaN,279871.96,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,8,8,50,5/1/2019 4:47:22 PM,220589.75,240218.75,96831.36,2.14,0.72,0.00,0.00,0.00,0.00,400.00,NaN,240218.75,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,8,8,50,5/1/2019 4:47:22 PM,220589.75,229258.58,60681.84,2.04,0.28,0.00,0.00,0.00,0.00,400.00,NaN,229258.58,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,8,8,50,5/1/2019 4:47:22 PM,220589.75,220589.75,0.01,2.00,0.00,0.00,0.00,0.00,0.00,400.00,NaN,220589.75,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,8,8,50,5/1/2019 4:47:22 PM,220589.75,220589.75,0.01,2.00,0.00,0.00,0.00,0.00,0.00,400.00,NaN,220589.75,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,8,8,50,5/1/2019 4:47:22 PM,220589.75,220589.75,0.01,2.00,0.00,0.00,0.00,0.00,0.00,400.00,NaN,220589.75,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,8,8,50,5/1/2019 4:47:22 PM,220589.75,220589.75,0.01,2.00,0.00,0.00,0.00,0.00,0.00,400.00,NaN,220589.75,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,8,8,50,5/1/2019 4:47:22 PM,220589.75,220589.75,0.01,2.00,0.00,0.00,0.00,0.00,0.00,400.00,NaN,220589.75,NaN,0.00,0.00,0.00,0.00
Raw Model,1,223768.9817591,2137.509,5/1/2019 4:47:22 PM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,8,8,50,5/1/2019 4:47:23 PM,989568.67,1969610.69,534253.61,4.04,1.34,2.22,0.90,0.14,3.66,400.00,NaN,1969610.69,NaN,0.00,0.00,0.00,0.00
CLUSTER,8,8,50,5/1/2019 4:47:23 PM,223768.98,1096669.01,406221.17,3.96,1.91,1.22,0.64,0.04,1.28,400.00,NaN,1096669.01,NaN,0.00,0.00,0.00,0.00
MaxSumK,8,8,50,5/1/2019 4:47:23 PM,223768.98,684690.02,138683.02,4.54,1.73,0.04,0.20,0.04,1.48,400.00,NaN,684690.02,NaN,0.00,0.00,0.00,0.00
MaxiMinK,8,8,50,5/1/2019 4:47:23 PM,223768.98,223768.98,NaN,2.00,0.00,0.00,0.00,0.00,0.00,400.00,NaN,223768.98,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,8,8,50,5/1/2019 4:47:23 PM,223768.98,952866.55,410030.97,4.50,1.36,0.18,0.38,0.14,4.42,400.00,NaN,952866.55,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,8,8,50,5/1/2019 4:47:23 PM,223768.98,1056584.08,486927.10,4.66,1.83,0.20,0.45,0.20,6.25,400.00,NaN,1056584.08,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,8,8,50,5/1/2019 4:47:23 PM,223768.98,544402.20,321757.44,3.46,1.45,0.04,0.20,0.02,0.72,400.00,NaN,544402.20,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,8,8,50,5/1/2019 4:47:24 PM,223768.98,527596.71,391985.58,3.28,1.46,0.06,0.24,0.04,1.57,400.00,NaN,527596.71,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,8,8,50,5/1/2019 4:47:24 PM,223768.98,398188.65,245393.39,2.92,1.38,0.00,0.00,0.02,0.60,400.00,NaN,398188.65,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,8,8,50,5/1/2019 4:47:24 PM,223768.98,289287.36,179057.84,2.46,1.08,0.00,0.00,0.00,0.00,400.00,NaN,289287.36,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,8,8,50,5/1/2019 4:47:24 PM,223768.98,242349.87,91027.40,2.10,0.46,0.00,0.00,0.02,0.37,400.00,NaN,242349.87,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,8,8,50,5/1/2019 4:47:24 PM,223768.98,254316.85,121182.65,2.12,0.43,0.00,0.00,0.00,0.00,400.00,NaN,254316.85,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,8,8,50,5/1/2019 4:47:24 PM,223768.98,251636.60,110303.24,2.18,0.82,0.00,0.00,0.00,0.00,400.00,NaN,251636.60,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,8,8,50,5/1/2019 4:47:24 PM,223768.98,233094.41,65277.97,2.02,0.14,0.02,0.14,0.00,0.00,400.00,NaN,233094.41,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,8,8,50,5/1/2019 4:47:24 PM,223768.98,223768.98,NaN,2.02,0.14,0.00,0.00,0.00,0.00,400.00,NaN,223768.98,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,8,8,50,5/1/2019 4:47:24 PM,223768.98,233057.74,65021.32,2.04,0.28,0.00,0.00,0.00,0.00,400.00,NaN,233057.74,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,8,8,50,5/1/2019 4:47:24 PM,223768.98,223768.98,NaN,2.04,0.28,0.00,0.00,0.00,0.00,400.00,NaN,223768.98,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,8,8,50,5/1/2019 4:47:24 PM,223768.98,223768.98,NaN,2.00,0.00,0.00,0.00,0.00,0.00,400.00,NaN,223768.98,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,8,8,50,5/1/2019 4:47:25 PM,223768.98,223768.98,NaN,2.00,0.00,0.00,0.00,0.00,0.00,400.00,NaN,223768.98,NaN,0.00,0.00,0.00,0.00
Raw Model,1,220471.918947306,2099.4837,5/1/2019 4:47:25 PM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,8,8,50,5/1/2019 4:47:25 PM,667629.80,1730908.62,546806.70,4.48,2.16,2.16,1.05,0.08,2.03,400.00,NaN,1730908.62,NaN,0.00,0.00,0.00,0.00
CLUSTER,8,8,50,5/1/2019 4:47:25 PM,220471.92,843626.91,404389.42,4.32,1.93,0.84,0.67,0.06,1.62,400.00,NaN,843626.91,NaN,0.00,0.00,0.00,0.00
MaxSumK,8,8,50,5/1/2019 4:47:25 PM,220471.92,576955.96,132223.69,4.70,1.60,0.00,0.00,0.00,0.00,400.00,NaN,576955.96,NaN,0.00,0.00,0.00,0.00
MaxiMinK,8,8,50,5/1/2019 4:47:25 PM,220471.92,220471.92,0.01,2.00,0.00,0.00,0.00,0.00,0.00,400.00,NaN,220471.92,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,8,8,50,5/1/2019 4:47:25 PM,220471.92,1030718.51,404308.48,4.92,1.44,0.12,0.32,0.12,3.59,400.00,NaN,1030718.51,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,8,8,50,5/1/2019 4:47:26 PM,220471.92,967598.82,380437.32,4.92,1.66,0.20,0.40,0.14,4.28,400.00,NaN,967598.82,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,8,8,50,5/1/2019 4:47:26 PM,220471.92,504810.36,282447.55,4.06,2.10,0.02,0.14,0.00,0.00,400.00,NaN,504810.36,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,8,8,50,5/1/2019 4:47:26 PM,220471.92,540323.96,338700.62,3.74,1.74,0.02,0.14,0.06,2.09,400.00,NaN,540323.96,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,8,8,50,5/1/2019 4:47:26 PM,220471.92,361618.19,231496.19,2.70,1.42,0.02,0.14,0.00,0.00,400.00,NaN,361618.19,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,8,8,50,5/1/2019 4:47:26 PM,220471.92,352886.38,234498.20,2.92,1.59,0.04,0.20,0.00,0.00,400.00,NaN,352886.38,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,8,8,50,5/1/2019 4:47:26 PM,220471.92,255130.19,139087.99,2.18,0.65,0.00,0.00,0.02,0.68,400.00,NaN,255130.19,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,8,8,50,5/1/2019 4:47:26 PM,220471.92,275603.67,152265.96,2.28,0.87,0.00,0.00,0.00,0.00,400.00,NaN,275603.67,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,8,8,50,5/1/2019 4:47:26 PM,220471.92,229369.01,62279.65,2.04,0.28,0.00,0.00,0.00,0.00,400.00,NaN,229369.01,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,8,8,50,5/1/2019 4:47:26 PM,220471.92,220471.92,0.01,2.02,0.14,0.00,0.00,0.00,0.00,400.00,NaN,220471.92,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,8,8,50,5/1/2019 4:47:26 PM,220471.92,227939.58,52273.64,2.06,0.42,0.00,0.00,0.00,0.00,400.00,NaN,227939.58,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,8,8,50,5/1/2019 4:47:26 PM,220471.92,220471.92,0.00,2.00,0.00,0.00,0.00,0.00,0.00,400.00,NaN,220471.92,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,8,8,50,5/1/2019 4:47:27 PM,220471.92,227939.54,52273.32,2.06,0.42,0.00,0.00,0.00,0.00,400.00,NaN,227939.54,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,8,8,50,5/1/2019 4:47:27 PM,220471.92,220471.92,0.00,2.00,0.00,0.00,0.00,0.00,0.00,400.00,NaN,220471.92,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,8,8,50,5/1/2019 4:47:27 PM,220471.92,220471.92,0.00,2.00,0.00,0.00,0.00,0.00,0.00,400.00,NaN,220471.92,NaN,0.00,0.00,0.00,0.00
Raw Model,1,219853.783294384,2216.5656,5/1/2019 4:47:27 PM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,8,8,50,5/1/2019 4:47:27 PM,556543.23,1451725.73,678630.70,4.50,1.62,1.96,1.20,0.08,2.81,400.00,NaN,1451725.73,NaN,0.00,0.00,0.00,0.00
CLUSTER,8,8,50,5/1/2019 4:47:27 PM,219853.78,1117362.04,448794.30,4.32,1.63,1.46,0.92,0.12,4.23,400.00,NaN,1117362.04,NaN,0.00,0.00,0.00,0.00
MaxSumK,8,8,50,5/1/2019 4:47:27 PM,219853.78,508732.43,267231.40,3.88,1.35,0.06,0.24,0.06,2.16,400.00,NaN,508732.43,NaN,0.00,0.00,0.00,0.00
MaxiMinK,8,8,50,5/1/2019 4:47:27 PM,219853.78,219853.78,0.00,2.00,0.00,0.00,0.00,0.00,0.00,400.00,NaN,219853.78,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,8,8,50,5/1/2019 4:47:28 PM,219853.78,876911.16,374302.93,5.02,2.34,0.22,0.41,0.12,4.00,400.00,NaN,876911.16,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,8,8,50,5/1/2019 4:47:28 PM,219853.78,933022.15,470248.93,4.92,1.70,0.18,0.43,0.16,5.89,400.00,NaN,933022.15,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,8,8,50,5/1/2019 4:47:28 PM,219853.78,495745.48,344996.62,3.82,2.03,0.00,0.00,0.00,0.00,400.00,NaN,495745.48,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,8,8,50,5/1/2019 4:47:28 PM,219853.78,581520.47,355102.92,4.18,2.09,0.00,0.00,0.04,0.72,400.00,NaN,581520.47,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,8,8,50,5/1/2019 4:47:28 PM,219853.78,286153.35,168195.55,2.64,1.40,0.00,0.00,0.00,0.00,400.00,NaN,286153.35,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,8,8,50,5/1/2019 4:47:28 PM,219853.78,289298.13,167284.94,2.58,1.36,0.00,0.00,0.00,0.00,400.00,NaN,289298.13,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,8,8,50,5/1/2019 4:47:28 PM,219853.78,225845.63,41942.90,2.14,0.72,0.00,0.00,0.00,0.00,400.00,NaN,225845.63,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,8,8,50,5/1/2019 4:47:28 PM,219853.78,267817.63,149971.68,2.30,0.90,0.00,0.00,0.00,0.00,400.00,NaN,267817.63,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,8,8,50,5/1/2019 4:47:28 PM,219853.78,232544.02,62262.86,2.10,0.50,0.00,0.00,0.00,0.00,400.00,NaN,232544.02,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,8,8,50,5/1/2019 4:47:28 PM,219853.78,237580.45,89540.96,2.10,0.46,0.00,0.00,0.00,0.00,400.00,NaN,237580.45,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,8,8,50,5/1/2019 4:47:28 PM,219853.78,219853.78,0.01,2.00,0.00,0.00,0.00,0.00,0.00,400.00,NaN,219853.78,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,8,8,50,5/1/2019 4:47:29 PM,219853.78,219853.78,0.00,2.00,0.00,0.00,0.00,0.00,0.00,400.00,NaN,219853.78,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,8,8,50,5/1/2019 4:47:29 PM,219853.78,219853.78,0.00,2.02,0.14,0.00,0.00,0.00,0.00,400.00,NaN,219853.78,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,8,8,50,5/1/2019 4:47:29 PM,219853.78,219853.78,0.00,2.00,0.00,0.00,0.00,0.00,0.00,400.00,NaN,219853.78,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,8,8,50,5/1/2019 4:47:29 PM,219853.78,219853.78,0.00,2.00,0.00,0.00,0.00,0.00,0.00,400.00,NaN,219853.78,NaN,0.00,0.00,0.00,0.00
Raw Model,1,218731.944587698,2139.5262,5/1/2019 4:47:29 PM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,8,8,50,5/1/2019 4:47:29 PM,591400.42,1753579.96,608671.00,4.06,1.36,2.86,1.23,0.16,4.79,400.00,NaN,1753579.96,NaN,0.00,0.00,0.00,0.00
CLUSTER,8,8,50,5/1/2019 4:47:29 PM,218731.94,812336.29,318189.25,4.08,1.45,1.12,0.74,0.12,3.67,400.00,NaN,812336.29,NaN,0.00,0.00,0.00,0.00
MaxSumK,8,8,50,5/1/2019 4:47:29 PM,218731.94,330962.99,157356.29,4.12,1.63,0.02,0.14,0.04,1.06,400.00,NaN,330962.99,NaN,0.00,0.00,0.00,0.00
MaxiMinK,8,8,50,5/1/2019 4:47:29 PM,218731.94,218731.94,0.01,2.00,0.00,0.00,0.00,0.00,0.00,400.00,NaN,218731.94,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,8,8,50,5/1/2019 4:47:30 PM,218731.94,775608.86,300199.05,4.84,2.05,0.14,0.35,0.28,9.94,400.00,NaN,775608.86,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,8,8,50,5/1/2019 4:47:30 PM,218731.94,739566.87,287933.05,4.38,1.04,0.14,0.35,0.08,2.41,400.00,NaN,739566.87,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,8,8,50,5/1/2019 4:47:30 PM,218731.94,428953.94,235260.82,3.58,1.59,0.00,0.00,0.02,0.66,400.00,NaN,428953.94,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,8,8,50,5/1/2019 4:47:30 PM,218731.94,494464.43,234335.40,4.06,1.85,0.04,0.20,0.04,1.11,400.00,NaN,494464.43,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,8,8,50,5/1/2019 4:47:30 PM,218731.94,297416.98,141050.06,2.82,1.62,0.00,0.00,0.00,0.00,400.00,NaN,297416.98,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,8,8,50,5/1/2019 4:47:30 PM,218731.94,311362.50,157147.59,2.82,1.58,0.02,0.14,0.00,0.00,400.00,NaN,311362.50,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,8,8,50,5/1/2019 4:47:30 PM,218731.94,240504.17,86262.42,2.18,0.71,0.00,0.00,0.00,0.00,400.00,NaN,240504.17,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,8,8,50,5/1/2019 4:47:30 PM,218731.94,246671.39,95321.67,2.18,0.65,0.00,0.00,0.00,0.00,400.00,NaN,246671.39,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,8,8,50,5/1/2019 4:47:30 PM,218731.94,226133.59,51811.54,2.06,0.42,0.00,0.00,0.00,0.00,400.00,NaN,226133.59,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,8,8,50,5/1/2019 4:47:31 PM,218731.94,218731.94,0.01,2.00,0.00,0.00,0.00,0.00,0.00,400.00,NaN,218731.94,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,8,8,50,5/1/2019 4:47:31 PM,218731.94,226430.30,53888.52,2.06,0.31,0.00,0.00,0.00,0.00,400.00,NaN,226430.30,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,8,8,50,5/1/2019 4:47:31 PM,218731.94,218731.94,0.01,2.04,0.28,0.00,0.00,0.00,0.00,400.00,NaN,218731.94,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,8,8,50,5/1/2019 4:47:31 PM,218731.94,218731.94,0.01,2.00,0.00,0.00,0.00,0.00,0.00,400.00,NaN,218731.94,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,8,8,50,5/1/2019 4:47:31 PM,218731.94,218731.94,0.01,2.00,0.00,0.00,0.00,0.00,0.00,400.00,NaN,218731.94,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,8,8,50,5/1/2019 4:47:31 PM,218731.94,218731.94,0.01,2.00,0.00,0.00,0.00,0.00,0.00,400.00,NaN,218731.94,NaN,0.00,0.00,0.00,0.00
Raw Model,1,221322.062622444,2122.4854,5/1/2019 4:47:31 PM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,8,8,50,5/1/2019 4:47:31 PM,221322.06,1864500.28,679693.29,3.84,1.22,2.30,1.10,0.14,4.49,400.00,NaN,1864500.28,NaN,0.00,0.00,0.00,0.00
CLUSTER,8,8,50,5/1/2019 4:47:31 PM,221322.06,941513.11,440224.35,4.24,1.72,0.68,0.68,0.18,4.65,400.00,NaN,941513.11,NaN,0.00,0.00,0.00,0.00
MaxSumK,8,8,50,5/1/2019 4:47:31 PM,221322.06,438759.85,220531.17,4.14,1.76,0.00,0.00,0.04,0.66,400.00,NaN,438759.85,NaN,0.00,0.00,0.00,0.00
MaxiMinK,8,8,50,5/1/2019 4:47:32 PM,221322.06,221322.06,NaN,2.00,0.00,0.00,0.00,0.00,0.00,400.00,NaN,221322.06,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,8,8,50,5/1/2019 4:47:32 PM,221322.06,963344.09,395925.94,4.76,1.48,0.16,0.42,0.08,3.49,400.00,NaN,963344.09,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,8,8,50,5/1/2019 4:47:32 PM,221322.06,1085790.69,397813.56,5.06,1.84,0.20,0.40,0.12,2.84,400.00,NaN,1085790.69,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,8,8,50,5/1/2019 4:47:32 PM,221322.06,532138.49,310683.66,3.74,1.85,0.08,0.27,0.06,1.70,400.00,NaN,532138.49,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,8,8,50,5/1/2019 4:47:32 PM,221322.06,561798.44,318956.04,4.18,2.07,0.02,0.14,0.04,1.05,400.00,NaN,561798.44,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,8,8,50,5/1/2019 4:47:32 PM,221322.06,345517.40,212890.13,2.80,1.34,0.00,0.00,0.00,0.00,400.00,NaN,345517.40,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,8,8,50,5/1/2019 4:47:32 PM,221322.06,296287.36,174382.79,2.66,1.39,0.00,0.00,0.00,0.00,400.00,NaN,296287.36,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,8,8,50,5/1/2019 4:47:32 PM,221322.06,266874.67,137369.30,2.20,0.63,0.00,0.00,0.02,0.53,400.00,NaN,266874.67,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,8,8,50,5/1/2019 4:47:32 PM,221322.06,247988.21,105893.54,2.14,0.57,0.00,0.00,0.00,0.00,400.00,NaN,247988.21,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,8,8,50,5/1/2019 4:47:33 PM,221322.06,239947.68,91340.73,2.18,1.01,0.00,0.00,0.00,0.00,400.00,NaN,239947.68,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,8,8,50,5/1/2019 4:47:33 PM,221322.06,229735.00,58890.56,2.06,0.42,0.00,0.00,0.00,0.00,400.00,NaN,229735.00,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,8,8,50,5/1/2019 4:47:33 PM,221322.06,221322.06,NaN,2.00,0.00,0.00,0.00,0.00,0.00,400.00,NaN,221322.06,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,8,8,50,5/1/2019 4:47:33 PM,221322.06,239541.23,89472.20,2.08,0.39,0.00,0.00,0.00,0.00,400.00,NaN,239541.23,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,8,8,50,5/1/2019 4:47:33 PM,221322.06,221322.06,NaN,2.00,0.00,0.00,0.00,0.00,0.00,400.00,NaN,221322.06,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,8,8,50,5/1/2019 4:47:33 PM,221322.06,221322.06,NaN,2.00,0.00,0.00,0.00,0.00,0.00,400.00,NaN,221322.06,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,8,8,50,5/1/2019 4:47:33 PM,221322.06,231919.37,74181.18,2.02,0.14,0.00,0.00,0.00,0.00,400.00,NaN,231919.37,NaN,0.00,0.00,0.00,0.00
Raw Model,1,219641.568947795,2147.5334,5/1/2019 4:47:33 PM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,8,8,50,5/1/2019 4:47:33 PM,681269.13,1503260.53,517831.86,4.30,1.58,1.68,0.90,0.14,4.41,400.00,NaN,1503260.53,NaN,0.00,0.00,0.00,0.00
CLUSTER,8,8,50,5/1/2019 4:47:33 PM,219641.57,959245.21,426103.31,4.04,1.46,1.00,0.66,0.06,2.53,400.00,NaN,959245.21,NaN,0.00,0.00,0.00,0.00
MaxSumK,8,8,50,5/1/2019 4:47:34 PM,582745.55,674480.77,13751.97,6.16,0.95,0.00,0.00,0.00,0.00,400.00,NaN,674480.77,NaN,0.00,0.00,0.00,0.00
MaxiMinK,8,8,50,5/1/2019 4:47:34 PM,219641.57,219641.57,NaN,2.00,0.00,0.00,0.00,0.00,0.00,400.00,NaN,219641.57,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,8,8,50,5/1/2019 4:47:34 PM,219641.57,910898.52,369408.51,5.02,1.56,0.08,0.27,0.02,0.85,400.00,NaN,910898.52,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,8,8,50,5/1/2019 4:47:34 PM,582234.48,985907.27,385052.24,4.86,1.51,0.18,0.38,0.20,5.66,400.00,NaN,985907.27,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,8,8,50,5/1/2019 4:47:34 PM,219641.57,489797.87,288881.57,3.80,1.94,0.00,0.00,0.00,0.00,400.00,NaN,489797.87,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,8,8,50,5/1/2019 4:47:34 PM,219641.57,467244.41,315462.11,3.50,1.42,0.06,0.24,0.04,0.92,400.00,NaN,467244.41,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,8,8,50,5/1/2019 4:47:34 PM,219641.57,302045.76,194662.49,2.46,1.04,0.00,0.00,0.00,0.00,400.00,NaN,302045.76,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,8,8,50,5/1/2019 4:47:35 PM,219641.57,301831.15,181458.80,2.56,1.30,0.00,0.00,0.02,0.35,400.00,NaN,301831.15,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,8,8,50,5/1/2019 4:47:35 PM,219641.57,270766.54,176907.00,2.16,0.46,0.00,0.00,0.00,0.00,400.00,NaN,270766.54,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,8,8,50,5/1/2019 4:47:35 PM,219641.57,228651.60,63070.23,2.14,0.49,0.00,0.00,0.00,0.00,400.00,NaN,228651.60,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,8,8,50,5/1/2019 4:47:35 PM,219641.57,248758.14,118442.17,2.18,0.79,0.00,0.00,0.00,0.00,400.00,NaN,248758.14,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,8,8,50,5/1/2019 4:47:35 PM,219641.57,228644.00,63016.98,2.08,0.56,0.00,0.00,0.00,0.00,400.00,NaN,228644.00,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,8,8,50,5/1/2019 4:47:35 PM,219641.57,226894.92,50773.47,2.04,0.28,0.00,0.00,0.00,0.00,400.00,NaN,226894.92,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,8,8,50,5/1/2019 4:47:35 PM,219641.57,226905.74,50849.16,2.02,0.14,0.00,0.00,0.00,0.00,400.00,NaN,226905.74,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,8,8,50,5/1/2019 4:47:35 PM,219641.57,219641.57,NaN,2.00,0.00,0.00,0.00,0.00,0.00,400.00,NaN,219641.57,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,8,8,50,5/1/2019 4:47:35 PM,219641.57,219641.57,NaN,2.00,0.00,0.00,0.00,0.00,0.00,400.00,NaN,219641.57,NaN,0.00,0.00,0.00,0.00
