Multiplier,0,,Dimensions,3,,Dim Range,100,,Perplexity,Calculated,,Batch Size,50,,PPC,50,,Step,1
Raw Model,1,9226.71573162551,8.0057,4/30/2019 10:31:45 PM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
CCCM-R m7,2,2,50,4/30/2019 10:31:45 PM,9462.52,9462.52,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,9462.52,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,4/30/2019 10:31:45 PM,9462.52,9462.52,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,9462.52,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,4/30/2019 10:31:45 PM,9462.52,9462.52,0.00,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,9462.52,NaN,0.00,0.00,0.00,0.00
Raw Model,1,8877.09851835363,53.0347,4/30/2019 10:31:45 PM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,4/30/2019 10:31:45 PM,8877.10,32803.84,7975.58,2.24,0.74,0.90,0.30,0.00,0.00,100.00,NaN,32803.84,7724.84,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,4/30/2019 10:31:45 PM,8877.10,8877.10,NaN,2.36,0.48,0.00,0.00,0.00,0.00,100.00,NaN,8877.10,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,4/30/2019 10:31:45 PM,8877.10,8877.10,NaN,2.72,0.49,0.00,0.00,0.00,0.00,100.00,NaN,8877.10,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,4/30/2019 10:31:45 PM,8877.10,8877.10,NaN,2.84,0.50,0.00,0.00,0.00,0.00,100.00,NaN,8877.10,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,4/30/2019 10:31:45 PM,8877.10,8877.10,NaN,3.16,0.88,0.00,0.00,0.00,0.00,100.00,NaN,8877.10,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,4/30/2019 10:31:45 PM,8877.10,8877.10,NaN,2.96,0.82,0.00,0.00,0.00,0.00,100.00,NaN,8877.10,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,4/30/2019 10:31:45 PM,8877.10,8877.10,NaN,2.80,0.80,0.00,0.00,0.00,0.00,100.00,NaN,8877.10,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,4/30/2019 10:31:45 PM,8877.10,8877.10,NaN,2.34,0.59,0.00,0.00,0.00,0.00,100.00,NaN,8877.10,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,4/30/2019 10:31:45 PM,8877.10,8877.10,NaN,2.48,0.61,0.00,0.00,0.00,0.00,100.00,NaN,8877.10,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,4/30/2019 10:31:45 PM,8877.10,8877.10,NaN,2.26,0.48,0.00,0.00,0.00,0.00,100.00,NaN,8877.10,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,4/30/2019 10:31:45 PM,8877.10,8877.10,NaN,2.42,0.49,0.00,0.00,0.00,0.00,100.00,NaN,8877.10,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,4/30/2019 10:31:45 PM,8877.10,8877.10,NaN,2.22,0.46,0.00,0.00,0.00,0.00,100.00,NaN,8877.10,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,4/30/2019 10:31:45 PM,8877.10,8877.10,NaN,2.52,0.54,0.00,0.00,0.00,0.00,100.00,NaN,8877.10,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,4/30/2019 10:31:45 PM,8877.10,8877.10,NaN,2.16,0.37,0.00,0.00,0.00,0.00,100.00,NaN,8877.10,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,4/30/2019 10:31:45 PM,8877.10,8877.10,NaN,2.48,0.54,0.00,0.00,0.00,0.00,100.00,NaN,8877.10,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,4/30/2019 10:31:45 PM,8877.10,8877.10,NaN,2.14,0.35,0.00,0.00,0.00,0.00,100.00,NaN,8877.10,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,4/30/2019 10:31:45 PM,8877.10,8877.10,NaN,2.56,0.50,0.00,0.00,0.00,0.00,100.00,NaN,8877.10,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,4/30/2019 10:31:45 PM,8877.10,8877.10,NaN,2.16,0.37,0.00,0.00,0.00,0.00,100.00,NaN,8877.10,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,4/30/2019 10:31:45 PM,8877.10,8877.10,NaN,2.48,0.54,0.00,0.00,0.00,0.00,100.00,NaN,8877.10,NaN,0.00,0.00,0.00,0.00
Raw Model,1,8843.4957299542,72.0517,4/30/2019 10:31:45 PM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,4/30/2019 10:31:45 PM,8843.50,17918.42,44457.88,2.76,0.62,0.04,0.20,0.00,0.00,100.00,NaN,17918.42,44035.18,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,4/30/2019 10:31:45 PM,8843.50,8843.50,NaN,2.06,0.24,0.00,0.00,0.00,0.00,100.00,NaN,8843.50,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,4/30/2019 10:31:45 PM,8843.50,8843.50,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,8843.50,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,4/30/2019 10:31:45 PM,8843.50,8843.50,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,8843.50,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,4/30/2019 10:31:45 PM,8843.50,8843.50,NaN,2.58,0.49,0.00,0.00,0.00,0.00,100.00,NaN,8843.50,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,4/30/2019 10:31:45 PM,8843.50,8843.50,NaN,2.60,0.49,0.00,0.00,0.00,0.00,100.00,NaN,8843.50,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,4/30/2019 10:31:45 PM,8843.50,8843.50,NaN,2.08,0.27,0.00,0.00,0.00,0.00,100.00,NaN,8843.50,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,4/30/2019 10:31:45 PM,8843.50,8843.50,NaN,2.04,0.20,0.00,0.00,0.00,0.00,100.00,NaN,8843.50,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,4/30/2019 10:31:45 PM,8843.50,8843.50,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,8843.50,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,4/30/2019 10:31:45 PM,8843.50,8843.50,NaN,2.04,0.20,0.00,0.00,0.00,0.00,100.00,NaN,8843.50,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,4/30/2019 10:31:45 PM,8843.50,8843.50,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,8843.50,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,4/30/2019 10:31:45 PM,8843.50,8843.50,NaN,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,8843.50,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,4/30/2019 10:31:45 PM,8843.50,8843.50,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,8843.50,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,4/30/2019 10:31:45 PM,8843.50,8843.50,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,8843.50,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,4/30/2019 10:31:45 PM,8843.50,8843.50,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,8843.50,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,4/30/2019 10:31:45 PM,8843.50,8843.50,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,8843.50,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,4/30/2019 10:31:45 PM,8843.50,8843.50,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,8843.50,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,4/30/2019 10:31:45 PM,8843.50,8843.50,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,8843.50,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,4/30/2019 10:31:45 PM,8843.50,8843.50,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,8843.50,NaN,0.00,0.00,0.00,0.00
Raw Model,1,9812.32864893209,79.0563,4/30/2019 10:31:45 PM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,4/30/2019 10:31:45 PM,9812.33,84454.13,74641.80,2.26,0.44,0.50,0.50,0.00,0.00,100.00,NaN,84454.13,74480.74,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,4/30/2019 10:31:45 PM,9812.33,9812.33,NaN,2.06,0.24,0.00,0.00,0.00,0.00,100.00,NaN,9812.33,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,4/30/2019 10:31:45 PM,9812.33,9812.33,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,9812.33,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,4/30/2019 10:31:45 PM,9812.33,9812.33,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,9812.33,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,4/30/2019 10:31:45 PM,9812.33,9812.33,NaN,2.58,0.49,0.00,0.00,0.00,0.00,100.00,NaN,9812.33,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,4/30/2019 10:31:45 PM,9812.33,9812.33,NaN,2.42,0.49,0.00,0.00,0.00,0.00,100.00,NaN,9812.33,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,4/30/2019 10:31:45 PM,9812.33,9812.33,NaN,2.16,0.37,0.00,0.00,0.00,0.00,100.00,NaN,9812.33,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,4/30/2019 10:31:45 PM,9812.33,9812.33,NaN,2.10,0.30,0.00,0.00,0.00,0.00,100.00,NaN,9812.33,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,4/30/2019 10:31:45 PM,9812.33,9812.33,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,9812.33,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,4/30/2019 10:31:45 PM,9812.33,9812.33,NaN,2.06,0.24,0.00,0.00,0.00,0.00,100.00,NaN,9812.33,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,4/30/2019 10:31:45 PM,9812.33,9812.33,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,9812.33,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,4/30/2019 10:31:45 PM,9812.33,9812.33,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,9812.33,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,4/30/2019 10:31:45 PM,9812.33,9812.33,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,9812.33,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,4/30/2019 10:31:45 PM,9812.33,9812.33,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,9812.33,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,4/30/2019 10:31:45 PM,9812.33,9812.33,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,9812.33,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,4/30/2019 10:31:45 PM,9812.33,9812.33,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,9812.33,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,4/30/2019 10:31:45 PM,9812.33,9812.33,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,9812.33,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,4/30/2019 10:31:45 PM,9812.33,9812.33,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,9812.33,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,4/30/2019 10:31:45 PM,9812.33,9812.33,NaN,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,9812.33,NaN,0.00,0.00,0.00,0.00
Raw Model,1,9926.05773340298,93.0657,4/30/2019 10:31:45 PM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,4/30/2019 10:31:45 PM,9926.06,39194.59,22913.79,2.44,0.70,0.62,0.49,0.00,0.00,100.00,NaN,39194.59,22503.47,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,4/30/2019 10:31:45 PM,9926.06,9926.06,NaN,2.10,0.30,0.00,0.00,0.00,0.00,100.00,NaN,9926.06,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,4/30/2019 10:31:45 PM,9926.06,9926.06,NaN,2.08,0.27,0.00,0.00,0.00,0.00,100.00,NaN,9926.06,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,4/30/2019 10:31:45 PM,9926.06,9926.06,NaN,2.10,0.30,0.00,0.00,0.00,0.00,100.00,NaN,9926.06,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,4/30/2019 10:31:45 PM,9926.06,9926.06,NaN,2.60,0.82,0.00,0.00,0.00,0.00,100.00,NaN,9926.06,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,4/30/2019 10:31:45 PM,9926.06,9926.06,NaN,2.50,0.61,0.00,0.00,0.00,0.00,100.00,NaN,9926.06,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,4/30/2019 10:31:45 PM,9926.06,9926.06,NaN,2.22,0.46,0.00,0.00,0.00,0.00,100.00,NaN,9926.06,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,4/30/2019 10:31:45 PM,9926.06,9926.06,NaN,2.14,0.40,0.00,0.00,0.00,0.00,100.00,NaN,9926.06,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,4/30/2019 10:31:45 PM,9926.06,9926.06,NaN,2.04,0.20,0.00,0.00,0.00,0.00,100.00,NaN,9926.06,NaN,0.00,0.00,0.00,0.00
