Multiplier,0,,Dimensions,13,,Dim Range,100,,Perplexity,Calculated,,Batch Size,50,,PPC,50,,Step,1
Raw Model,1,44549.0527843111,9.0068,5/1/2019 4:55:57 AM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
CCCM-R m4,2,2,50,5/1/2019 4:55:57 AM,44549.05,44549.05,0.00,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,44549.05,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 4:55:57 AM,44549.05,44549.05,0.00,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,44549.05,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 4:55:57 AM,44549.05,44549.05,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,44549.05,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 4:55:57 AM,44549.05,44549.05,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,44549.05,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 4:55:57 AM,44549.05,44549.05,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,44549.05,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 4:55:57 AM,44549.05,44549.05,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,44549.05,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 4:55:57 AM,44549.05,44549.05,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,44549.05,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 4:55:57 AM,44549.05,44549.05,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,44549.05,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 4:55:57 AM,44549.05,44549.05,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,44549.05,NaN,0.00,0.00,0.00,0.00
Raw Model,1,42221.9605599957,136.0958,5/1/2019 4:55:57 AM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 4:55:57 AM,42221.96,234600.64,245731.59,2.30,0.46,0.38,0.49,0.00,0.00,100.00,NaN,234600.64,244604.55,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 4:55:57 AM,42221.96,42221.96,0.00,2.06,0.24,0.00,0.00,0.00,0.00,100.00,NaN,42221.96,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 4:55:57 AM,42221.96,42221.96,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,42221.96,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 4:55:57 AM,42221.96,42221.96,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,42221.96,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 4:55:57 AM,42221.96,42221.96,0.00,2.66,0.47,0.00,0.00,0.00,0.00,100.00,NaN,42221.96,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 4:55:57 AM,42221.96,42221.96,0.00,2.56,0.50,0.00,0.00,0.00,0.00,100.00,NaN,42221.96,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 4:55:57 AM,42221.96,42221.96,0.00,2.04,0.20,0.00,0.00,0.00,0.00,100.00,NaN,42221.96,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 4:55:57 AM,42221.96,42221.96,0.00,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,42221.96,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 4:55:57 AM,42221.96,42221.96,0.00,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,42221.96,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 4:55:57 AM,42221.96,42221.96,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,42221.96,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 4:55:57 AM,42221.96,42221.96,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,42221.96,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 4:55:57 AM,42221.96,42221.96,0.00,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,42221.96,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 4:55:57 AM,42221.96,42221.96,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,42221.96,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 4:55:57 AM,42221.96,42221.96,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,42221.96,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 4:55:57 AM,42221.96,42221.96,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,42221.96,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 4:55:57 AM,42221.96,42221.96,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,42221.96,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 4:55:57 AM,42221.96,42221.96,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,42221.96,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 4:55:57 AM,42221.96,42221.96,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,42221.96,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 4:55:57 AM,42221.96,42221.96,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,42221.96,NaN,0.00,0.00,0.00,0.00
Raw Model,1,42936.6607814767,133.094,5/1/2019 4:55:57 AM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 4:55:57 AM,42936.66,259204.36,184035.80,2.20,0.40,0.58,0.49,0.00,0.00,100.00,NaN,259204.36,182982.17,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 4:55:57 AM,42936.66,42936.66,0.00,2.06,0.24,0.00,0.00,0.00,0.00,100.00,NaN,42936.66,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 4:55:57 AM,42936.66,42936.66,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,42936.66,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 4:55:57 AM,42936.66,42936.66,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,42936.66,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 4:55:57 AM,42936.66,42936.66,0.00,2.52,0.50,0.00,0.00,0.00,0.00,100.00,NaN,42936.66,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 4:55:57 AM,42936.66,42936.66,0.00,2.52,0.50,0.00,0.00,0.00,0.00,100.00,NaN,42936.66,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 4:55:57 AM,42936.66,42936.66,0.00,2.10,0.30,0.00,0.00,0.00,0.00,100.00,NaN,42936.66,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 4:55:57 AM,42936.66,42936.66,0.00,2.10,0.30,0.00,0.00,0.00,0.00,100.00,NaN,42936.66,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 4:55:58 AM,42936.66,42936.66,0.00,2.04,0.20,0.00,0.00,0.00,0.00,100.00,NaN,42936.66,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 4:55:58 AM,42936.66,42936.66,0.00,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,42936.66,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 4:55:58 AM,42936.66,42936.66,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,42936.66,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 4:55:58 AM,42936.66,42936.66,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,42936.66,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 4:55:58 AM,42936.66,42936.66,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,42936.66,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 4:55:58 AM,42936.66,42936.66,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,42936.66,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 4:55:58 AM,42936.66,42936.66,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,42936.66,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 4:55:58 AM,42936.66,42936.66,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,42936.66,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 4:55:58 AM,42936.66,42936.66,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,42936.66,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 4:55:58 AM,42936.66,42936.66,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,42936.66,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 4:55:58 AM,42936.66,42936.66,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,42936.66,NaN,0.00,0.00,0.00,0.00
Raw Model,1,41364.1531281612,110.0774,5/1/2019 4:55:58 AM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 4:55:58 AM,41364.15,258871.22,128927.09,2.20,0.40,0.74,0.44,0.00,0.00,100.00,NaN,258871.22,128061.60,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 4:55:58 AM,41364.15,41364.15,0.00,2.10,0.30,0.00,0.00,0.00,0.00,100.00,NaN,41364.15,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 4:55:58 AM,41364.15,41364.15,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,41364.15,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 4:55:58 AM,41364.15,41364.15,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,41364.15,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 4:55:58 AM,41364.15,41364.15,0.00,2.56,0.50,0.00,0.00,0.00,0.00,100.00,NaN,41364.15,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 4:55:58 AM,41364.15,41364.15,0.00,2.38,0.49,0.00,0.00,0.00,0.00,100.00,NaN,41364.15,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 4:55:58 AM,41364.15,41364.15,0.00,2.08,0.27,0.00,0.00,0.00,0.00,100.00,NaN,41364.15,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 4:55:58 AM,41364.15,41364.15,0.00,2.08,0.27,0.00,0.00,0.00,0.00,100.00,NaN,41364.15,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 4:55:58 AM,41364.15,41364.15,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,41364.15,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 4:55:58 AM,41364.15,41364.15,0.00,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,41364.15,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 4:55:58 AM,41364.15,41364.15,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,41364.15,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 4:55:58 AM,41364.15,41364.15,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,41364.15,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 4:55:58 AM,41364.15,41364.15,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,41364.15,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 4:55:58 AM,41364.15,41364.15,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,41364.15,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 4:55:58 AM,41364.15,41364.15,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,41364.15,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 4:55:58 AM,41364.15,41364.15,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,41364.15,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 4:55:58 AM,41364.15,41364.15,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,41364.15,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 4:55:58 AM,41364.15,41364.15,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,41364.15,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 4:55:58 AM,41364.15,41364.15,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,41364.15,NaN,0.00,0.00,0.00,0.00
Raw Model,1,42905.4104591476,104.0727,5/1/2019 4:55:58 AM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 4:55:58 AM,42905.41,318945.97,287312.12,2.36,0.48,0.48,0.50,0.00,0.00,100.00,NaN,318945.97,286478.00,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 4:55:58 AM,42905.41,42905.41,0.00,2.08,0.27,0.00,0.00,0.00,0.00,100.00,NaN,42905.41,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 4:55:58 AM,42905.41,42905.41,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,42905.41,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 4:55:58 AM,42905.41,42905.41,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,42905.41,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 4:55:58 AM,42905.41,42905.41,0.00,2.56,0.50,0.00,0.00,0.00,0.00,100.00,NaN,42905.41,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 4:55:58 AM,42905.41,42905.41,0.00,2.56,0.50,0.00,0.00,0.00,0.00,100.00,NaN,42905.41,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 4:55:58 AM,42905.41,42905.41,0.00,2.10,0.30,0.00,0.00,0.00,0.00,100.00,NaN,42905.41,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 4:55:58 AM,42905.41,42905.41,0.00,2.10,0.30,0.00,0.00,0.00,0.00,100.00,NaN,42905.41,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 4:55:58 AM,42905.41,42905.41,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,42905.41,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 4:55:58 AM,42905.41,42905.41,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,42905.41,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 4:55:58 AM,42905.41,42905.41,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,42905.41,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 4:55:58 AM,42905.41,42905.41,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,42905.41,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 4:55:58 AM,42905.41,42905.41,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,42905.41,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 4:55:58 AM,42905.41,42905.41,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,42905.41,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 4:55:58 AM,42905.41,42905.41,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,42905.41,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 4:55:58 AM,42905.41,42905.41,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,42905.41,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 4:55:58 AM,42905.41,42905.41,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,42905.41,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 4:55:58 AM,42905.41,42905.41,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,42905.41,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 4:55:58 AM,42905.41,42905.41,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,42905.41,NaN,0.00,0.00,0.00,0.00
Raw Model,1,41133.9650052775,115.0837,5/1/2019 4:55:58 AM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 4:55:58 AM,41133.97,226658.88,139143.69,2.26,0.44,0.64,0.48,0.00,0.00,100.00,NaN,226658.88,138045.97,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 4:55:58 AM,41133.97,41133.97,0.00,2.10,0.30,0.00,0.00,0.00,0.00,100.00,NaN,41133.97,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 4:55:58 AM,41133.97,41133.97,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,41133.97,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 4:55:58 AM,41133.97,41133.97,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,41133.97,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 4:55:58 AM,41133.97,41133.97,0.00,2.46,0.50,0.00,0.00,0.00,0.00,100.00,NaN,41133.97,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 4:55:58 AM,41133.97,41133.97,0.00,2.54,0.50,0.00,0.00,0.00,0.00,100.00,NaN,41133.97,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 4:55:58 AM,41133.97,41133.97,0.00,2.14,0.35,0.00,0.00,0.00,0.00,100.00,NaN,41133.97,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 4:55:58 AM,41133.97,41133.97,0.00,2.10,0.30,0.00,0.00,0.00,0.00,100.00,NaN,41133.97,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 4:55:58 AM,41133.97,41133.97,0.00,2.04,0.20,0.00,0.00,0.00,0.00,100.00,NaN,41133.97,NaN,0.00,0.00,0.00,0.00
CCCM-Min m3,2,2,50,5/1/2019 4:55:58 AM,41133.97,41133.97,0.00,2.04,0.20,0.00,0.00,0.00,0.00,100.00,NaN,41133.97,NaN,0.00,0.00,0.00,0.00
CCCM-R m4,2,2,50,5/1/2019 4:55:58 AM,41133.97,41133.97,0.00,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,41133.97,NaN,0.00,0.00,0.00,0.00
CCCM-Min m4,2,2,50,5/1/2019 4:55:58 AM,41133.97,41133.97,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,41133.97,NaN,0.00,0.00,0.00,0.00
CCCM-R m5,2,2,50,5/1/2019 4:55:58 AM,41133.97,41133.97,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,41133.97,NaN,0.00,0.00,0.00,0.00
CCCM-Min m5,2,2,50,5/1/2019 4:55:58 AM,41133.97,41133.97,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,41133.97,NaN,0.00,0.00,0.00,0.00
CCCM-R m6,2,2,50,5/1/2019 4:55:58 AM,41133.97,41133.97,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,41133.97,NaN,0.00,0.00,0.00,0.00
CCCM-Min m6,2,2,50,5/1/2019 4:55:58 AM,41133.97,41133.97,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,41133.97,NaN,0.00,0.00,0.00,0.00
CCCM-R m7,2,2,50,5/1/2019 4:55:58 AM,41133.97,41133.97,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,41133.97,NaN,0.00,0.00,0.00,0.00
CCCM-Min m7,2,2,50,5/1/2019 4:55:58 AM,41133.97,41133.97,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,41133.97,NaN,0.00,0.00,0.00,0.00
CCCM-MxMn m7,2,2,50,5/1/2019 4:55:58 AM,41133.97,41133.97,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,41133.97,NaN,0.00,0.00,0.00,0.00
Raw Model,1,42392.4900729166,113.0783,5/1/2019 4:55:58 AM,Best SSE,Mean SSE,Stdev SSE,Iters,Stdev Iters,Avg Dead, Stdev Dead,Avg Small, Stdev Small,Avg Pts,Stdev Pts,Avg C-SSE,Stdev C-SSE,Avg Rep,Stddev Rep,Avg All,Stdev All
RANDOM,2,2,50,5/1/2019 4:55:58 AM,42392.49,303254.67,260862.18,2.26,0.44,0.50,0.50,0.00,0.00,100.00,NaN,303254.67,259999.70,0.00,0.00,0.00,0.00
CLUSTER,2,2,50,5/1/2019 4:55:58 AM,42392.49,42392.49,0.00,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,42392.49,NaN,0.00,0.00,0.00,0.00
MaxSumK,2,2,50,5/1/2019 4:55:58 AM,42392.49,42392.49,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,42392.49,NaN,0.00,0.00,0.00,0.00
MaxiMinK,2,2,50,5/1/2019 4:55:58 AM,42392.49,42392.49,0.00,2.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,42392.49,NaN,0.00,0.00,0.00,0.00
CCCM-R m1,2,2,50,5/1/2019 4:55:58 AM,42392.49,42392.49,0.00,2.42,0.49,0.00,0.00,0.00,0.00,100.00,NaN,42392.49,NaN,0.00,0.00,0.00,0.00
CCCM-Min m1,2,2,50,5/1/2019 4:55:58 AM,42392.49,42392.49,0.00,2.38,0.49,0.00,0.00,0.00,0.00,100.00,NaN,42392.49,NaN,0.00,0.00,0.00,0.00
CCCM-R m2,2,2,50,5/1/2019 4:55:58 AM,42392.49,42392.49,0.00,2.12,0.32,0.00,0.00,0.00,0.00,100.00,NaN,42392.49,NaN,0.00,0.00,0.00,0.00
CCCM-Min m2,2,2,50,5/1/2019 4:55:58 AM,42392.49,42392.49,0.00,2.12,0.32,0.00,0.00,0.00,0.00,100.00,NaN,42392.49,NaN,0.00,0.00,0.00,0.00
CCCM-R m3,2,2,50,5/1/2019 4:55:58 AM,42392.49,42392.49,0.00,2.02,0.14,0.00,0.00,0.00,0.00,100.00,NaN,42392.49,NaN,0.00,0.00,0.00,0.00
